Season,name,position,team,total_points,bps,clean_sheets,bonus,influence,ict_index,minutes,goals_scored,threat,assists,creativity,value,selected
2017-18,Alfie Mawson,DEF,Fulham,0,17,0,0,21.0,2.5,90,0,4.0,0,0.2,5.0,64752
2017-18,Andrew Robertson,DEF,Liverpool,6,27,1,0,8.2,3.9,74,0,5.0,0,26.1,4.6,96285
2017-18,Trent Alexander-Arnold,DEF,Liverpool,14,46,1,2,52.4,8.5,90,1,25.0,0,7.1,4.2,66632
2017-18,Federico Fernández,DEF,Newcastle,0,19,0,0,31.0,4.1,90,0,0.0,0,10.1,4.5,98063
2017-18,Joel Matip,DEF,Liverpool,6,25,1,0,16.0,1.7,90,0,0.0,0,1.1,5.4,100296
2017-18,César Azpilicueta,DEF,Chelsea,12,45,1,3,50.2,10.8,90,0,1.0,1,56.4,6.9,1220796
2017-18,Michael Keane,DEF,Everton,8,28,1,2,23.0,2.4,90,0,0.0,0,0.8,5.3,273753
2017-18,Nathan Aké,DEF,Man City,9,30,0,0,60.2,12.4,90,1,43.0,1,20.8,4.9,207553
2017-18,Aaron Cresswell,DEF,West Ham,3,16,0,0,25.8,4.1,90,0,0.0,1,15.0,5.1,144192
2017-18,Craig Dawson,DEF,West Ham,5,15,1,0,16.8,7.0,90,0,33.0,0,19.9,4.8,58880
2017-18,Christian Kabasele,DEF,Watford,1,15,0,0,26.6,2.9,90,0,2.0,0,0.0,4.6,136240
2017-18,Kurt Zouma,DEF,West Ham,1,5,0,0,13.8,5.4,90,0,40.0,0,0.0,5.4,109685
2017-18,Kieran Gibbs,DEF,West Brom,6,25,1,0,11.6,3.5,90,0,6.0,0,17.4,5.0,23607
2017-18,Kevin Long,DEF,Burnley,5,30,0,1,61.0,7.3,90,0,2.0,1,10.3,4.0,254509
2017-18,Charlie Taylor,DEF,Burnley,0,4,0,0,11.2,1.1,90,0,0.0,0,0.0,4.2,11887
2017-18,Jonny Evans,DEF,Leicester,6,21,1,0,14.0,4.2,90,0,17.0,0,11.1,4.9,45670
2017-18,Lewis Dunk,DEF,Brighton,1,17,0,0,27.2,3.8,90,0,0.0,0,10.4,4.5,166368
2017-18,Mathias Jorgensen,DEF,Brentford,1,10,0,0,12.8,1.6,90,0,2.0,0,0.9,4.6,467189
2017-18,Mason Holgate,DEF,Everton,6,25,1,0,17.6,1.8,90,0,0.0,0,0.4,4.2,99900
2017-18,Marcos Rojo,DEF,Man Utd,-1,5,0,0,1.8,1.1,45,0,8.0,0,0.8,5.4,8307
2017-18,Marcos Alonso,DEF,Chelsea,14,37,1,2,48.6,12.3,90,1,59.0,0,15.4,7.1,1091273
2017-18,Luke Shaw,DEF,Man Utd,0,8,0,0,21.4,10.3,90,0,66.0,0,15.3,4.9,9837
2017-18,Wes Morgan,DEF,Leicester,1,1,0,0,12.2,5.4,90,0,41.0,0,0.6,4.5,168331
2017-18,Arthur Masuaku,DEF,West Ham,1,18,0,0,19.6,7.0,90,0,20.0,0,30.3,4.5,99076
2017-18,Antonio Rüdiger,DEF,Chelsea,6,28,1,0,11.2,3.5,90,0,7.0,0,17.0,5.8,111364
2017-18,Jonjoe Kenny,DEF,Everton,6,21,1,0,21.0,2.4,90,0,0.0,0,2.7,4.5,279885
2017-18,Ben Mee,DEF,Burnley,1,14,0,0,40.0,4.2,90,0,2.0,0,0.0,4.8,760680
2017-18,Angelo Ogbonna,DEF,West Ham,0,9,0,0,16.8,1.9,90,0,2.0,0,0.1,4.4,297718
2017-18,Benjamin Chilwell,DEF,Chelsea,1,11,0,0,11.0,3.0,90,0,0.0,0,18.7,4.3,29692
2017-18,Shane Duffy,DEF,Brighton,1,15,0,0,25.0,2.9,90,0,4.0,0,0.2,4.6,139729
2017-18,Ashley Young,DEF,Aston Villa,11,44,0,3,45.4,13.6,90,0,18.0,2,72.3,5.1,281985
2017-18,Phil Bardsley,DEF,Burnley,0,9,0,0,17.6,2.0,90,0,2.0,0,0.4,4.3,20988
2017-18,Gary Cahill,DEF,Crystal Palace,6,29,1,0,25.0,2.6,90,0,0.0,0,0.9,6.2,174998
2017-18,Harry Maguire,DEF,Man Utd,0,9,0,0,15.4,4.8,90,0,22.0,0,10.1,5.3,579667
2017-18,Phil Jones,DEF,Man Utd,1,17,0,0,17.2,2.0,90,0,0.0,0,2.6,5.5,652043
2017-18,Davinson Sánchez,DEF,Spurs,1,12,0,0,11.4,2.2,90,0,0.0,0,10.9,6.0,22663
2017-18,Danny Rose,DEF,Watford,1,16,0,0,18.2,3.4,90,0,2.0,0,13.6,6.4,19411
2017-18,Eric Dier,DEF,Spurs,2,17,0,0,30.0,4.4,90,0,11.0,0,2.5,4.7,134559
2017-18,Jack Stephens,DEF,Southampton,0,9,0,0,5.4,1.0,90,0,4.0,0,1.0,4.5,10613
2017-18,Serge Aurier,DEF,Spurs,1,10,0,0,18.6,4.7,90,0,22.0,0,6.8,5.9,27690
2017-18,Matt Targett,DEF,Aston Villa,0,20,0,0,19.8,4.3,76,0,0.0,0,23.2,4.3,3488
2017-18,Harry Maguire,DEF,Man Utd,7,23,0,0,49.0,8.5,90,1,35.0,0,0.8,5.3,508714
2017-18,Daniel Amartey,DEF,Leicester,-2,-8,0,0,0.0,0.0,16,0,0.0,0,0.4,4.3,11885
2017-18,Chris Smalling,DEF,Man Utd,1,10,0,0,14.2,1.9,90,0,4.0,0,0.3,5.5,267338
2017-18,Christian Fuchs,DEF,Leicester,1,10,0,0,11.6,3.4,90,0,20.0,0,1.9,4.9,120463
2017-18,Benjamin Chilwell,DEF,Chelsea,1,2,0,0,1.4,0.2,10,0,0.0,0,0.3,4.3,29083
2017-18,Ashley Young,DEF,Aston Villa,2,20,0,0,25.8,4.2,90,0,0.0,0,16.0,5.1,299954
2017-18,Victor Lindelöf,DEF,Man Utd,0,14,0,0,23.4,2.7,90,0,0.0,0,3.4,4.9,63738
2017-18,Wes Morgan,DEF,Leicester,1,16,0,0,23.0,2.5,90,0,2.0,0,0.3,4.5,163607
2017-18,Phil Jones,DEF,Man Utd,1,12,0,0,15.2,1.6,90,0,0.0,0,0.5,5.5,564305
2017-18,Eric Dier,DEF,Spurs,3,14,1,0,7.4,1.2,82,0,2.0,0,2.3,4.7,135149
2017-18,Davinson Sánchez,DEF,Spurs,7,29,1,1,28.0,4.3,90,0,4.0,0,10.6,6.0,19823
2017-18,Charlie Taylor,DEF,Burnley,1,19,0,0,21.4,3.3,90,0,0.0,0,11.2,4.2,11334
2017-18,Ben Mee,DEF,Burnley,1,12,0,0,27.0,3.3,90,0,6.0,0,0.1,4.7,724698
2017-18,Ben Davies,DEF,Spurs,7,29,1,1,12.2,3.5,90,0,2.0,0,21.1,5.5,773185
2017-18,Serge Aurier,DEF,Spurs,8,35,1,2,18.6,4.4,90,0,2.0,0,23.5,5.9,20902
2017-18,Kevin Long,DEF,Burnley,1,11,0,0,23.6,2.6,90,0,2.0,0,0.1,4.0,240689
2017-18,Phil Bardsley,DEF,Burnley,1,16,0,0,20.0,3.5,90,0,0.0,0,14.8,4.3,18324
2017-18,Winston Reid,DEF,West Ham,1,18,0,0,24.8,6.3,90,0,6.0,0,32.0,4.8,40736
2017-18,Scott Dann,DEF,Crystal Palace,2,12,0,0,19.0,4.2,90,0,23.0,0,0.3,4.7,35710
2017-18,Arthur Masuaku,DEF,West Ham,1,21,0,0,27.8,4.5,90,0,9.0,0,8.2,4.4,91653
2017-18,Jack Stephens,DEF,Southampton,2,7,0,0,10.8,1.7,90,0,2.0,0,3.9,4.5,10809
2017-18,Jamaal Lascelles,DEF,Newcastle,1,15,0,0,39.6,4.0,90,0,0.0,0,0.0,4.6,306685
2017-18,Angelo Ogbonna,DEF,West Ham,1,16,0,0,15.0,4.2,90,0,12.0,0,15.3,4.4,265126
2017-18,James Tomkins,DEF,Crystal Palace,2,15,0,0,14.8,1.5,90,0,0.0,0,0.0,4.3,27326
2017-18,Javier Manquillo,DEF,Newcastle,1,8,0,0,22.2,2.5,90,0,2.0,0,1.2,4.4,63063
2017-18,Ciaran Clark,DEF,Newcastle,1,9,0,0,30.2,3.0,90,0,0.0,0,0.1,4.5,98807
2017-18,Christian Kabasele,DEF,Watford,2,13,0,0,14.0,3.4,90,0,10.0,0,10.2,4.6,142813
2017-18,DeAndre Yedlin,DEF,Newcastle,1,15,0,0,21.0,4.4,90,0,8.0,0,15.0,4.4,34476
2017-18,Federico Fernández,DEF,Newcastle,1,7,0,0,18.4,2.1,90,0,2.0,0,1.0,4.5,100676
2017-18,Fernando Luiz Rosa,DEF,Man City,6,26,1,0,32.0,7.5,90,0,12.0,1,31.3,5.1,349883
2017-18,Matt Targett,DEF,Aston Villa,2,15,0,0,22.4,3.8,90,0,0.0,0,15.4,4.3,3473
2017-18,Jonny Evans,DEF,Leicester,1,13,0,0,18.0,8.8,90,0,69.0,0,1.0,4.9,44743
2017-18,Aaron Cresswell,DEF,West Ham,1,14,0,0,15.4,9.2,90,0,8.0,0,68.8,5.0,141239
2017-18,Nathan Aké,DEF,Man City,0,8,0,0,19.2,1.9,90,0,0.0,0,0.1,4.9,208328
2017-18,Nicolás Otamendi,DEF,Man City,7,30,1,1,28.6,5.9,90,0,7.0,0,22.9,6.2,1490316
2017-18,Patrick van Aanholt,DEF,Crystal Palace,1,3,0,0,1.0,0.5,5,0,0.0,0,4.0,5.1,44865
2017-18,Alfie Mawson,DEF,Fulham,2,14,0,0,18.0,2.1,90,0,2.0,0,0.9,5.0,66131
2017-18,Kieran Gibbs,DEF,West Brom,1,10,0,0,4.4,2.0,80,0,0.0,0,15.8,5.0,23406
2017-18,Kurt Zouma,DEF,West Ham,2,12,0,0,33.4,3.8,90,0,0.0,0,4.1,5.4,109997
2017-18,Kyle Walker,DEF,Man City,6,26,1,0,9.4,3.1,90,0,12.0,0,9.1,6.6,762074
2017-18,Lewis Dunk,DEF,Brighton,7,26,1,1,20.8,4.0,90,0,9.0,0,10.1,4.4,160007
2017-18,Mathias Jorgensen,DEF,Brentford,2,15,0,0,19.2,2.0,90,0,0.0,0,1.0,4.5,422440
2017-18,Martin Kelly,DEF,Crystal Palace,2,14,0,0,11.8,1.3,90,0,0.0,0,0.9,4.2,14205
2017-18,Antonio Rüdiger,DEF,Chelsea,6,25,1,0,17.0,4.5,90,0,25.0,0,3.0,5.8,107265
2017-18,Andreas Christensen,DEF,Chelsea,6,25,1,0,7.0,1.2,90,0,4.0,0,0.6,5.6,277670
2017-18,César Azpilicueta,DEF,Chelsea,6,28,1,0,24.8,3.9,90,0,0.0,0,14.3,6.9,1197885
2017-18,Michael Keane,DEF,Everton,6,29,1,1,21.4,2.6,90,0,4.0,0,0.8,5.3,270627
2017-18,Marcos Alonso,DEF,Chelsea,6,21,1,0,15.4,9.3,90,0,52.0,0,25.4,7.0,998307
2017-18,Jonjoe Kenny,DEF,Everton,6,23,1,0,25.2,3.5,90,0,0.0,0,9.5,4.4,171732
2017-18,Phil Jagielka,DEF,Sheffield Utd,9,34,1,3,48.2,5.0,90,0,0.0,0,1.8,4.7,141604
2017-18,Shkodran Mustafi,DEF,Arsenal,0,12,0,0,11.8,1.2,45,0,0.0,0,0.3,5.4,114884
2017-18,Ainsley Maitland-Niles,DEF,Arsenal,2,10,0,0,13.2,1.4,90,0,0.0,0,1.2,4.5,1143
2017-18,Héctor Bellerín,DEF,Arsenal,4,30,0,0,40.0,8.0,90,0,19.0,1,21.1,5.9,539873
2017-18,Andrew Robertson,DEF,Liverpool,1,16,0,0,16.0,3.7,90,0,4.0,0,17.4,4.6,64277
2017-18,Joseph Gomez,DEF,Liverpool,1,14,0,0,17.6,1.8,90,0,0.0,0,0.8,4.7,329855
2017-18,Federico Fernández,DEF,Newcastle,0,10,0,0,15.6,1.6,90,0,0.0,0,0.3,4.5,103536
2017-18,Mason Holgate,DEF,Everton,1,12,0,0,17.2,3.7,90,0,0.0,0,20.2,4.2,82323
2017-18,Jonjoe Kenny,DEF,Everton,4,21,0,0,13.8,1.8,90,0,2.0,1,1.8,4.4,153928
2017-18,Alfie Mawson,DEF,Fulham,1,13,0,0,20.4,2.3,90,0,2.0,0,0.2,5.0,64587
2017-18,Nathan Aké,DEF,Man City,-1,13,0,0,23.0,2.4,90,0,0.0,0,0.5,4.9,216614
2017-18,Joseph Gomez,DEF,Liverpool,6,25,1,0,12.0,1.8,90,0,0.0,0,5.7,4.7,306174
2017-18,Andrew Robertson,DEF,Liverpool,9,37,1,0,39.4,5.7,90,0,3.0,1,14.4,4.6,50395
2017-18,Kieran Gibbs,DEF,West Brom,1,14,0,0,14.8,8.7,90,0,21.0,0,50.7,5.0,21180
2017-18,Ashley Young,DEF,Aston Villa,2,13,0,0,9.4,2.4,90,0,10.0,0,4.2,5.1,318770
2017-18,Marcos Rojo,DEF,Man Utd,0,2,0,0,2.4,1.3,24,0,0.0,0,10.9,5.4,6769
2017-18,Jonny Evans,DEF,Leicester,5,25,0,1,35.0,8.1,90,0,36.0,1,10.3,4.9,39888
2017-18,Chris Smalling,DEF,Man Utd,2,16,0,0,20.2,3.1,90,0,0.0,0,10.7,5.4,253206
2017-18,Phil Jones,DEF,Man Utd,2,19,0,0,25.8,2.6,90,0,0.0,0,0.4,5.4,469606
2017-18,Kyle Walker,DEF,Man City,2,17,0,0,12.6,1.5,90,0,0.0,0,2.2,6.6,752760
2017-18,Nicolás Otamendi,DEF,Man City,1,12,0,0,13.8,1.4,90,0,0.0,0,0.2,6.1,1289203
2017-18,Ben Davies,DEF,Spurs,1,3,0,0,0.0,0.0,1,0,0.0,0,0.0,5.5,792456
2017-18,Fernando Luiz Rosa,DEF,Man City,2,5,0,0,2.0,0.5,90,0,0.0,0,2.8,5.2,361851
2017-18,Danny Rose,DEF,Watford,1,6,0,0,15.2,1.7,88,0,1.0,0,1.0,6.4,17334
2017-18,Eric Dier,DEF,Spurs,2,17,0,0,11.2,1.1,90,0,0.0,0,0.1,4.8,138294
2017-18,Angelo Ogbonna,DEF,West Ham,6,24,1,0,18.0,1.8,90,0,0.0,0,0.0,4.3,110675
2017-18,Arthur Masuaku,DEF,West Ham,5,24,1,0,13.0,3.8,90,0,3.0,0,22.2,4.4,38660
2017-18,Erik Pieters,DEF,Burnley,2,9,0,0,4.6,0.6,62,0,0.0,0,1.2,4.8,27039
2017-18,Aaron Cresswell,DEF,West Ham,8,30,1,2,29.6,4.5,90,0,0.0,0,15.4,5.0,49941
2017-18,Christian Kabasele,DEF,Watford,0,14,0,0,22.0,3.5,90,0,0.0,0,12.5,4.6,147382
2017-18,Cédric Soares,DEF,Arsenal,1,3,0,0,1.4,0.2,16,0,0.0,0,0.5,4.8,213178
2017-18,Ainsley Maitland-Niles,DEF,Arsenal,3,11,1,0,10.6,2.1,90,0,4.0,0,6.3,4.5,725
2017-18,Charlie Taylor,DEF,Burnley,5,19,1,0,19.8,3.0,90,0,0.0,0,10.5,4.2,9954
2017-18,César Azpilicueta,DEF,Chelsea,7,26,1,1,11.2,3.0,90,0,2.0,0,16.8,6.9,1193941
2017-18,Phil Bardsley,DEF,Burnley,6,27,1,0,34.8,6.7,90,0,20.0,0,12.3,4.3,10983
2017-18,Andreas Christensen,DEF,Chelsea,8,27,1,2,15.4,1.6,90,0,0.0,0,0.8,5.6,221178
2017-18,Shane Duffy,DEF,Brighton,5,24,1,0,26.8,3.5,90,0,8.0,0,0.3,4.6,171514
2017-18,Ryan Bertrand,DEF,Leicester,2,15,0,0,16.4,2.3,90,0,2.0,0,4.9,5.4,440273
2017-18,Ben Mee,DEF,Burnley,6,27,1,0,16.2,2.2,90,0,4.0,0,1.4,4.7,653053
2017-18,DeAndre Yedlin,DEF,Newcastle,2,12,0,0,26.2,3.2,90,0,1.0,0,5.2,4.4,35684
2017-18,Marcos Alonso,DEF,Chelsea,14,36,1,3,46.8,14.1,90,1,68.0,0,26.3,6.9,857786
2017-18,Lewis Dunk,DEF,Brighton,8,33,1,3,40.2,8.8,90,0,36.0,0,11.4,4.4,141694
2017-18,Héctor Bellerín,DEF,Arsenal,7,28,1,1,13.8,8.0,90,0,50.0,0,16.5,5.9,530050
2017-18,Jack Stephens,DEF,Southampton,1,14,0,0,18.6,3.6,90,0,2.0,0,15.7,4.5,10462
2017-18,Jamaal Lascelles,DEF,Newcastle,2,15,0,0,21.4,4.3,90,0,21.0,0,0.3,4.6,313058
2017-18,James Tarkowski,DEF,Burnley,6,19,1,0,6.8,2.6,90,0,18.0,0,1.3,4.7,324576
2017-18,Javier Manquillo,DEF,Newcastle,2,13,0,0,19.8,3.1,90,0,0.0,0,11.2,4.4,65441
2017-18,Florian Lejeune,DEF,Newcastle,2,15,0,0,37.0,3.7,90,0,0.0,0,0.3,4.4,10071
2017-18,Mathias Jorgensen,DEF,Brentford,2,5,0,0,12.0,1.2,90,0,0.0,0,0.3,4.5,387657
2017-18,Gary Cahill,DEF,Crystal Palace,7,26,1,1,22.4,3.2,90,0,7.0,0,2.2,6.2,178730
2017-18,Wes Morgan,DEF,Leicester,1,11,0,0,18.8,2.3,90,0,4.0,0,0.4,4.5,169898
2017-18,Scott Dann,DEF,Crystal Palace,6,24,1,0,30.2,3.0,90,0,0.0,0,0.1,4.7,27245
2017-18,Harry Maguire,DEF,Man Utd,0,17,0,0,16.2,3.0,90,0,11.0,0,2.8,5.3,540968
2017-18,James Tomkins,DEF,Crystal Palace,6,29,1,0,22.2,2.3,90,0,0.0,0,0.3,4.3,22547
2017-18,Martin Kelly,DEF,Crystal Palace,7,30,1,1,20.0,2.1,90,0,0.0,0,0.9,4.2,9793
2017-18,Benjamin Chilwell,DEF,Chelsea,1,15,0,0,15.8,2.0,90,0,1.0,0,3.5,4.3,29100
2017-18,Jonny Evans,DEF,Leicester,6,24,1,0,21.4,2.2,90,0,0.0,0,0.3,4.9,39964
2017-18,Joseph Gomez,DEF,Liverpool,1,3,0,0,3.2,0.4,10,0,0.0,0,0.5,4.7,325978
2017-18,Ben Davies,DEF,Spurs,1,3,0,0,0.8,0.1,1,0,0.0,0,0.0,5.6,857431
2017-18,Kieran Gibbs,DEF,West Brom,6,24,1,0,17.0,1.9,90,0,0.0,0,1.5,5.0,20536
2017-18,Lewis Dunk,DEF,Brighton,1,14,0,0,36.0,3.6,90,0,0.0,0,0.3,4.4,142765
2017-18,Luke Shaw,DEF,Man Utd,7,29,1,1,15.4,2.0,82,0,2.0,0,2.3,4.9,6301
2017-18,Eric Dier,DEF,Spurs,3,13,1,0,18.6,2.8,90,0,6.0,0,3.8,4.8,142183
2017-18,Danny Rose,DEF,Watford,5,26,1,0,21.8,8.2,90,0,18.0,0,41.8,6.4,17158
2017-18,Héctor Bellerín,DEF,Arsenal,6,25,1,0,15.8,5.5,90,0,21.0,0,17.7,5.9,517864
2017-18,Chris Smalling,DEF,Man Utd,6,27,1,0,15.4,1.6,90,0,0.0,0,0.3,5.4,233980
2017-18,Ashley Young,DEF,Aston Villa,1,5,0,0,4.2,0.4,7,0,0.0,0,0.0,5.1,321590
2017-18,Ainsley Maitland-Niles,DEF,Arsenal,3,16,1,0,18.6,6.4,90,0,3.0,0,42.0,4.5,635
2017-18,Arthur Masuaku,DEF,West Ham,6,21,1,0,10.0,1.2,90,0,0.0,0,1.8,4.4,22770
2017-18,Serge Aurier,DEF,Spurs,15,39,1,3,46.2,7.2,90,1,21.0,0,4.9,5.9,16825
2017-18,Shane Duffy,DEF,Brighton,1,14,0,0,57.4,9.2,90,0,34.0,0,0.3,4.6,171865
2017-18,Aaron Cresswell,DEF,West Ham,6,27,1,0,21.6,2.3,90,0,0.0,0,1.1,5.0,41325
2017-18,Trent Alexander-Arnold,DEF,Liverpool,7,28,1,1,21.8,4.7,79,0,10.0,0,14.9,4.2,63834
2017-18,Winston Reid,DEF,West Ham,5,20,1,0,16.6,2.1,90,0,4.0,0,0.1,4.8,39152
2017-18,Nathan Aké,DEF,Man City,2,11,0,0,20.6,3.5,90,0,4.0,0,10.3,4.9,221071
2017-18,Angelo Ogbonna,DEF,West Ham,7,28,1,1,35.4,3.5,90,0,0.0,0,0.0,4.3,60952
2017-18,Phil Jones,DEF,Man Utd,8,30,1,2,25.4,2.6,90,0,0.0,0,0.6,5.3,359642
2017-18,Andrew Robertson,DEF,Liverpool,6,24,1,0,11.0,3.9,90,0,22.0,0,5.8,4.6,49804
2017-18,DeAndre Yedlin,DEF,Newcastle,2,20,0,0,16.4,4.5,90,0,20.0,0,8.1,4.4,37834
2017-18,Benjamin Chilwell,DEF,Chelsea,2,6,0,0,6.2,1.1,82,0,2.0,0,2.4,4.3,26931
2017-18,Cédric Soares,DEF,Arsenal,0,9,0,0,5.6,1.9,90,0,0.0,0,13.1,4.8,222937
2017-18,Alfie Mawson,DEF,Fulham,0,7,0,0,11.6,2.4,90,0,2.0,0,10.3,5.0,66068
2017-18,Christian Fuchs,DEF,Leicester,2,12,0,0,20.0,5.9,90,0,9.0,0,30.0,4.9,128691
2017-18,Oleksandr Zinchenko,DEF,Man City,1,15,0,0,13.2,2.5,17,0,1.0,0,10.3,5.0,296
2017-18,Nicolás Otamendi,DEF,Man City,6,26,1,0,23.8,4.4,90,0,8.0,0,11.7,6.0,1183523
2017-18,Mason Holgate,DEF,Everton,5,23,1,0,42.4,4.3,90,0,0.0,0,0.1,4.2,61180
2017-18,Phil Jagielka,DEF,Sheffield Utd,1,5,0,0,7.2,0.7,5,0,0.0,0,0.0,4.7,147438
2017-18,Wes Morgan,DEF,Leicester,2,6,0,0,7.0,0.7,90,0,0.0,0,0.3,4.5,165837
2017-18,Ryan Bertrand,DEF,Leicester,3,24,0,0,33.2,8.2,90,0,11.0,1,37.8,5.4,451832
2017-18,Harry Maguire,DEF,Man Utd,7,33,0,2,40.4,7.6,90,0,21.0,1,14.6,5.2,481264
2017-18,Florian Lejeune,DEF,Newcastle,2,8,0,0,10.8,3.4,90,0,22.0,0,1.2,4.4,10572
2017-18,Fernando Luiz Rosa,DEF,Man City,1,10,0,0,11.4,3.6,57,0,17.0,0,7.3,5.2,382906
2017-18,Jamaal Lascelles,DEF,Newcastle,2,13,0,0,11.2,1.4,90,0,2.0,0,0.8,4.6,324259
2017-18,Javier Manquillo,DEF,Newcastle,2,15,0,0,17.0,4.0,90,0,0.0,0,23.3,4.4,68871
2017-18,Jonjoe Kenny,DEF,Everton,6,22,1,0,25.0,5.1,90,0,0.0,0,25.9,4.3,91794
2017-18,Virgil van Dijk,DEF,Liverpool,0,20,0,0,22.8,3.2,90,0,8.0,0,1.5,5.4,110369
2017-18,James Tomkins,DEF,Crystal Palace,3,21,0,1,32.8,3.5,90,0,2.0,0,0.4,4.3,22682
2017-18,César Azpilicueta,DEF,Chelsea,2,13,0,0,22.8,3.2,90,0,0.0,0,8.9,6.9,1202548
2017-18,Marcos Alonso,DEF,Chelsea,6,29,0,1,34.2,9.2,90,0,4.0,1,53.7,6.9,837028
2017-18,Antonio Rüdiger,DEF,Chelsea,2,13,0,0,18.6,2.3,90,0,0.0,0,4.3,5.8,114138
2017-18,Christian Kabasele,DEF,Watford,1,8,0,0,9.4,1.0,90,0,0.0,0,0.2,4.6,117658
2017-18,Francisco Femenía Far,DEF,Watford,0,3,0,0,2.0,0.2,6,0,0.0,0,0.0,4.6,303078
2017-18,Ethan Ampadu,DEF,Chelsea,1,6,0,0,7.4,0.7,10,0,0.0,0,0.0,4.5,374
2017-18,Mathias Jorgensen,DEF,Brentford,1,14,0,0,18.0,2.0,90,0,1.0,0,1.0,4.5,378138
2017-18,Timothy Fosu-Mensah,DEF,Man Utd,2,15,0,0,15.0,2.8,69,0,1.0,0,11.6,4.4,46996
2017-18,Scott Dann,DEF,Crystal Palace,2,17,0,0,27.0,4.5,90,0,4.0,0,13.9,4.7,27805
2017-18,Andreas Christensen,DEF,Chelsea,6,27,1,0,23.6,2.6,79,0,0.0,0,2.3,5.5,189295
2017-18,Patrick van Aanholt,DEF,Crystal Palace,0,-2,0,0,0.0,0.2,23,0,0.0,0,1.5,5.1,45828
2017-18,Charlie Taylor,DEF,Burnley,1,2,0,0,3.4,0.4,49,0,0.0,0,0.4,4.2,9386
2017-18,Kevin Long,DEF,Burnley,8,27,1,2,23.8,2.4,90,0,0.0,0,0.5,3.9,180558
2017-18,Phil Bardsley,DEF,Burnley,6,23,1,0,11.2,1.6,90,0,0.0,0,4.4,4.3,8974
2017-18,Kurt Zouma,DEF,West Ham,6,23,1,0,19.6,3.7,65,0,17.0,0,0.1,5.5,126894
2017-18,James Tarkowski,DEF,Burnley,6,24,1,0,29.8,6.8,90,0,28.0,0,10.3,4.6,198337
2017-18,Erik Pieters,DEF,Burnley,2,13,0,0,18.4,3.4,90,0,0.0,0,16.0,4.8,27225
2017-18,Chris Smalling,DEF,Man Utd,1,19,0,0,27.8,4.6,90,0,18.0,0,0.5,5.4,210269
2017-18,Nicolás Otamendi,DEF,Man City,11,31,0,3,51.8,8.7,90,1,34.0,0,1.3,5.9,991098
2017-18,Ashley Young,DEF,Aston Villa,1,19,0,0,19.0,3.0,90,0,0.0,0,11.3,5.1,276061
2017-18,Marcos Rojo,DEF,Man Utd,0,0,0,0,3.2,0.3,45,0,0.0,0,0.0,5.4,9340
2017-18,Kyle Walker,DEF,Man City,1,6,0,0,5.2,0.8,90,0,0.0,0,2.7,6.7,806634
2017-18,Fernando Luiz Rosa,DEF,Man City,2,19,0,0,16.4,5.2,90,0,9.0,0,27.0,5.2,394647
2017-18,Victor Lindelöf,DEF,Man Utd,1,8,0,0,5.0,0.5,45,0,0.0,0,0.2,4.9,68128
2017-18,Jonjoe Kenny,DEF,Everton,2,15,0,0,26.4,2.7,90,0,0.0,0,0.3,4.3,50690
2017-18,Mason Holgate,DEF,Everton,2,12,0,0,27.0,2.7,90,0,0.0,0,0.2,4.2,48812
2017-18,Joseph Gomez,DEF,Liverpool,6,28,0,1,35.6,6.3,90,0,8.0,1,19.0,4.6,265028
2017-18,Andrew Robertson,DEF,Liverpool,2,15,0,0,10.2,4.0,90,0,5.0,0,25.0,4.6,43885
2017-18,Phil Jagielka,DEF,Sheffield Utd,1,3,0,0,0.0,0.0,7,0,0.0,0,0.0,4.8,149612
2017-18,Sead Kolasinac,DEF,Arsenal,2,13,0,0,17.6,5.3,90,0,14.0,0,21.1,6.2,863173
2017-18,Ryan Bertrand,DEF,Leicester,2,9,0,0,11.4,3.0,90,0,6.0,0,12.7,5.4,451293
2017-18,Héctor Bellerín,DEF,Arsenal,1,6,0,0,7.0,4.0,90,0,14.0,0,18.6,5.9,526000
2017-18,Jack Stephens,DEF,Southampton,1,15,0,0,17.4,2.1,90,0,2.0,0,1.3,4.5,10533
2017-18,Virgil van Dijk,DEF,Liverpool,2,12,0,0,10.8,1.4,90,0,2.0,0,0.9,5.4,109450
2017-18,Wes Morgan,DEF,Leicester,1,15,0,0,13.8,1.9,90,0,4.0,0,0.8,4.5,164507
2017-18,Javier Manquillo,DEF,Newcastle,1,9,0,0,9.8,1.7,90,0,6.0,0,0.7,4.4,69823
2017-18,Florian Lejeune,DEF,Newcastle,0,5,0,0,12.8,1.3,90,0,0.0,0,0.1,4.4,10926
2017-18,Benjamin Chilwell,DEF,Chelsea,1,19,0,0,15.8,4.5,90,0,10.0,0,19.0,4.3,24801
2017-18,DeAndre Yedlin,DEF,Newcastle,1,8,0,0,10.8,1.3,90,0,0.0,0,1.9,4.4,38885
2017-18,Christian Fuchs,DEF,Leicester,1,1,0,0,0.0,0.0,1,0,0.0,0,0.1,4.9,133362
2017-18,Harry Maguire,DEF,Man Utd,1,20,0,0,26.6,4.1,90,0,4.0,0,10.8,5.2,481633
2017-18,Ciaran Clark,DEF,Newcastle,1,10,0,0,7.6,0.8,90,0,0.0,0,0.1,4.5,112643
2017-18,Ben Davies,DEF,Spurs,5,27,0,0,31.2,7.5,90,0,3.0,1,41.2,5.6,838495
