Season,name,position,team,total_points,bps,influence,goals_scored,ict_index,bonus,threat,minutes,creativity,assists,value,clean_sheets,selected
,Kelechi Iheanacho,FWD,,5,15,1.6,0,1.1,0,6.0,66,3.5,1,60,0,63685
,Aaron Ramsey,MID,,2,15,17.0,0,8.8,0,39.0,90,31.8,0,74,0,58474
,Aaron Mooy,MID,,3,9,12.4,0,3.0,0,0.0,90,17.3,0,54,1,150635
,Joshua King,FWD,,9,28,30.0,1,8.1,3,35.0,90,15.7,0,64,0,243306
,Mohamed Elyounoussi,MID,,2,9,14.8,0,7.0,0,28.0,78,27.5,0,64,0,12622
,Michail Antonio,FWD,,2,12,12.0,0,5.1,0,14.0,62,25.3,0,69,0,65056
,Felipe Anderson Pereira Gomes,MID,,5,21,33.4,0,10.5,0,33.0,90,38.6,1,69,0,131561
,Shane Long,FWD,,2,7,8.4,0,1.6,0,6.0,85,1.2,0,50,0,81013
,Marc Albrighton,MID,,4,13,18.4,0,3.0,0,0.0,23,11.3,1,54,0,39074
,Matteo Guendouzi,MID,,1,17,11.2,0,4.4,0,8.0,55,24.4,0,45,0,166086
,Granit Xhaka,MID,,2,11,17.6,0,4.4,0,7.0,90,18.9,0,54,0,164968
,Gylfi Sigurdsson,MID,,4,19,30.0,0,7.7,0,5.0,90,42.3,1,74,0,79811
,Mario Lemina,MID,,2,10,16.6,0,2.6,0,4.0,90,5.8,0,50,0,18504
,Adama Traoré,MID,,1,8,9.0,0,2.5,0,2.0,18,14.0,0,55,0,22411
,Sergio Agüero,FWD,,2,3,6.6,0,8.2,0,37.0,90,38.4,0,112,0,2483867
,Gabriel Fernando de Jesus,FWD,,1,1,5.4,0,3.3,0,17.0,28,10.9,0,105,0,137501
,Ilkay Gündogan,MID,,8,28,29.6,0,10.5,3,38.0,76,37.8,1,55,0,96966
,João Filipe Iria Santos Moutinho,MID,,6,26,29.2,0,5.5,1,0.0,90,25.8,1,54,0,67859
,Diogo Jota,MID,,2,8,13.0,0,8.0,0,39.0,90,28.0,0,63,0,170487
,Rúben Diogo da Silva Neves,MID,,2,9,28.8,0,5.1,0,11.0,90,11.0,0,51,0,1194498
,Bernardo Mota Veiga de Carvalho e Silva,MID,,2,10,7.6,0,3.7,0,20.0,61,9.7,0,76,0,597219
,Raúl Jiménez,FWD,,2,2,1.6,0,0.8,0,4.0,90,2.4,0,55,0,258757
,Raheem Sterling,MID,,2,5,9.2,0,5.0,0,27.0,84,13.9,0,110,0,153960
,Riyad Mahrez,MID,,1,3,0.2,0,0.5,0,4.0,5,0.4,0,89,0,182667
,Jordan Henderson,MID,,1,9,3.0,0,0.6,0,0.0,23,2.5,0,55,0,62216
,Luka Milivojevic,MID,,2,13,19.6,0,3.2,0,7.0,90,5.3,0,65,0,414619
,Mohamed Salah,MID,,9,22,30.6,0,15.3,0,81.0,90,41.5,2,130,1,2799491
,Max Meyer,MID,,1,2,1.0,0,0.9,0,8.0,7,0.1,0,60,0,28028
,Naby Keita,MID,,3,8,18.0,0,7.2,0,34.0,86,20.2,0,75,1,274042
,Roberto Firmino,FWD,,2,11,8.0,0,3.3,0,7.0,90,17.9,0,95,1,1829586
,Jeffrey Schlupp,MID,,2,8,10.0,0,3.0,0,5.0,82,14.6,0,45,0,124187
,Christian Benteke,FWD,,2,0,0.6,0,1.8,0,5.0,69,12.1,0,65,0,64876
,James Milner,MID,,11,41,43.8,1,7.9,3,27.0,66,8.2,0,55,1,58848
,James McArthur,MID,,2,14,11.6,0,1.6,0,2.0,90,2.7,0,50,0,78927
,Georginio Wijnaldum,MID,,3,16,16.0,0,3.3,0,2.0,90,14.8,0,55,1,37360
,Andros Townsend,MID,,2,9,8.8,0,2.5,0,3.0,78,12.8,0,60,0,106800
,Adam Lallana,MID,,1,2,0.0,0,0.0,0,0.0,3,0.4,0,70,0,68008
,Sadio Mané,MID,,10,37,50.2,1,13.5,2,48.0,90,36.9,0,97,1,1442654
,Wilfried Zaha,MID,,2,8,16.4,0,8.3,0,47.0,90,19.1,0,70,0,1627320
,Solomon March,MID,,5,19,25.4,0,4.2,0,0.0,90,16.1,1,50,0,3689
,Anthony Martial,FWD,,0,-4,0.0,0,2.4,0,22.0,59,3.0,0,74,0,35779
,Anthony Knockaert,MID,,5,14,25.4,0,5.0,0,9.0,90,15.5,1,55,0,23050
,Pascal Groß,MID,,10,29,40.8,1,8.1,3,23.0,89,17.5,0,69,0,296226
,Paul Pogba,MID,,8,23,48.0,1,10.5,1,31.0,90,25.8,0,81,0,848774
,Marcus Rashford,MID,,1,0,2.6,0,0.8,0,4.0,45,1.7,0,70,0,544122
,Andreas Pereira,MID,,1,8,2.2,0,0.3,0,0.0,45,0.8,0,50,0,31212
,Juan Mata,MID,,1,1,0.0,0,0.3,0,0.0,45,2.7,0,65,0,131797
,Dale Stephens,MID,,2,12,15.8,0,3.0,0,2.0,90,12.3,0,45,0,515574
,Jesse Lingard,MID,,1,3,3.6,0,1.8,0,2.0,45,11.9,0,69,0,208433
,Davy Pröpper,MID,,2,11,17.2,0,1.9,0,0.0,90,1.9,0,50,0,8494
,Glenn Murray,FWD,,5,14,25.4,1,6.0,0,33.0,90,1.9,0,65,0,35652
,Jürgen Locadia,FWD,,1,3,0.0,0,0.0,0,0.0,1,0.0,0,55,0,6710
,Frederico Rodrigues de Paula Santos,MID,,2,8,6.8,0,1.2,0,1.0,90,3.9,0,60,0,233342
,Romelu Lukaku,FWD,,8,27,35.0,1,7.7,2,39.0,90,2.5,0,110,0,423457
,Bernardo Mota Veiga de Carvalho e Silva,MID,,2,14,16.2,0,8.7,0,34.0,90,36.6,0,76,0,622996
,Ilkay Gündogan,MID,,2,17,10.8,0,6.3,0,22.0,81,30.3,0,55,0,93620
,Isaac Success Ajayi,FWD,,1,1,0.0,0,0.0,0,0.0,1,0.0,0,45,0,25782
,Aaron Lennon,MID,,2,4,5.6,0,1.4,0,6.0,90,2.3,0,50,0,21092
,Chris Wood,FWD,,2,3,0.0,0,0.9,0,8.0,64,2.3,0,65,0,30282
,Will Hughes,MID,,8,28,49.8,1,9.3,2,19.0,82,24.2,0,50,0,25665
,Jack Cork,MID,,2,13,5.2,0,2.0,0,10.0,90,4.9,0,50,0,54517
,Ken Sema,MID,,1,1,4.2,0,2.1,0,17.0,22,0.1,0,50,0,5270
,Andre Gray,FWD,,6,18,32.6,1,7.5,0,39.0,67,3.0,0,60,0,31223
,Riyad Mahrez,MID,,1,1,0.0,0,1.9,0,12.0,26,7.8,0,90,0,273530
,Sergio Agüero,FWD,,20,82,100.8,3,23.4,3,119.0,75,14.1,1,110,0,1695641
,Jeff Hendrick,MID,,2,5,5.6,0,3.2,0,23.0,69,3.0,0,55,0,10653
,Johann Berg Gudmundsson,MID,,5,21,24.0,0,7.6,0,11.0,90,40.6,1,60,0,96285
,Gabriel Fernando de Jesus,FWD,,7,40,59.0,1,23.7,1,117.0,90,60.5,0,105,0,127502
,Troy Deeney,FWD,,12,39,59.0,1,16.1,3,75.0,88,27.4,1,60,0,55874
,Ashley Barnes,FWD,,1,0,0.0,0,0.0,0,0.0,25,1.3,0,60,0,45907
,Ashley Westwood,MID,,2,14,16.4,0,3.6,0,3.0,90,16.5,0,45,0,51115
,Abdoulaye Doucouré,MID,,6,26,32.0,0,5.2,1,2.0,90,18.1,1,60,0,102174
,Phil Foden,MID,,1,4,4.2,0,2.3,0,8.0,8,10.9,0,50,0,13440
,Jorge Luiz Frello Filho,MID,,2,14,14.4,0,3.3,0,7.0,90,11.9,0,51,0,679528
,Mateo Kovacic,MID,,1,7,11.6,0,1.9,0,0.0,30,7.7,0,60,0,56613
,Pierre-Emerick Aubameyang,MID,,2,-4,4.2,0,4.7,0,32.0,90,11.1,0,110,0,903963
,Olivier Giroud,FWD,,1,2,7.4,0,5.5,0,36.0,15,11.9,0,80,0,170450
,Granit Xhaka,MID,,0,4,3.4,0,1.5,0,0.0,45,11.5,0,55,0,204578
,N'Golo Kanté,MID,,2,16,15.4,0,10.9,0,44.0,90,49.6,0,50,0,1138893
,Mesut Özil,MID,,2,3,1.0,0,1.5,0,12.0,67,2.3,0,85,0,235965
,Matteo Guendouzi,MID,,2,17,26.4,0,3.8,0,7.0,90,5.0,0,45,0,81273
,Willian Borges Da Silva,MID,,2,12,4.2,0,2.8,0,4.0,60,19.8,0,75,0,481292
,Ross Barkley,MID,,1,8,3.0,0,3.0,0,20.0,59,7.0,0,60,0,26353
,Lucas Torreira,MID,,1,3,5.8,0,0.8,0,0.0,45,1.8,0,50,0,93840
,Alexandre Lacazette,FWD,,1,2,4.2,0,1.5,0,0.0,15,10.6,0,95,0,187776
,Alex Iwobi,MID,,7,30,40.4,1,9.3,0,27.0,74,26.0,0,55,0,34141
,Aaron Ramsey,MID,,1,2,2.4,0,2.7,0,20.0,22,4.8,0,75,0,66721
,Demarai Gray,MID,,3,8,7.0,0,1.7,0,5.0,81,5.0,0,55,1,65393
,Diogo Jota,MID,,1,1,2.8,0,2.2,0,8.0,45,11.3,0,65,0,294092
,Felipe Anderson Pereira Gomes,MID,,1,9,15.4,0,4.5,0,4.0,90,25.2,0,70,0,178346
,Erik Lamela,MID,,4,12,22.6,0,9.3,0,56.0,17,14.8,1,65,0,3267
,Dominic Calvert-Lewin,FWD,,1,2,4.4,0,1.3,0,2.0,15,6.2,0,55,0,58211
,Bamidele Alli,MID,,5,18,18.2,0,10.4,0,65.0,90,20.3,1,91,0,381319
,André-Frank Zambo Anguissa,MID,,2,14,18.2,0,2.3,0,2.0,90,2.7,0,45,0,7130
,Andriy Yarmolenko,MID,,0,0,1.2,0,1.4,0,0.0,23,12.3,0,70,0,48098
,Dan Gosling,MID,,1,4,8.4,0,2.1,0,0.0,90,12.9,0,50,0,7001
,Adama Traoré,MID,,1,11,15.2,0,4.9,0,2.0,45,31.6,0,55,0,25168
,Danny Ings,FWD,,7,22,34.6,1,15.8,1,112.0,90,11.7,0,55,0,100810
,Aboubakar Kamara,MID,,2,12,7.6,0,5.0,0,8.0,87,34.5,0,45,0,542350
,Charlie Austin,FWD,,1,0,6.4,0,4.1,0,34.0,57,0.6,0,60,0,82895
,Cenk Tosun,FWD,,2,4,9.0,0,4.8,0,38.0,74,1.3,0,70,0,356496
,Stefan Johansen,MID,,1,3,3.0,0,0.5,0,0.0,17,1.7,0,55,0,7390
,Callum Wilson,FWD,,6,27,44.0,1,11.2,0,46.0,90,22.3,0,60,0,377319
,Nampalys Mendy,MID,,3,13,14.8,0,2.0,0,2.0,90,3.0,0,45,1,0
,Morgan Gibbs-White,MID,,0,-3,0.0,0,0.3,0,2.0,21,1.8,0,45,0,20569
,Tom Cairney,MID,,2,16,11.6,0,5.6,0,8.0,72,36.2,0,50,0,138679
,Mark Noble,MID,,1,10,12.2,0,3.4,0,0.0,76,21.8,0,50,0,23748
,Mario Lemina,MID,,4,13,21.4,0,3.9,0,7.0,90,10.9,1,50,0,12024
,Marc Albrighton,MID,,1,8,6.8,0,2.3,0,8.0,59,8.0,0,54,0,46145
,Tom Davies,MID,,2,16,7.2,0,0.9,0,0.0,66,2.0,0,55,0,11011
,Nathan Redmond,MID,,2,0,0.0,0,0.7,0,5.0,90,2.9,0,55,0,26113
,Oriol Romeu Vidal,MID,,1,3,3.6,0,1.2,0,8.0,71,0.5,0,45,0,155043
,Gylfi Sigurdsson,MID,,2,20,22.2,0,12.4,0,20.0,90,81.5,0,75,0,100191
,Shane Long,FWD,,1,3,5.4,0,1.8,0,0.0,32,12.3,0,50,0,88210
,Stuart Armstrong,MID,,1,0,0.0,0,0.0,0,0.0,6,0.3,0,55,0,11316
,Rúben Diogo da Silva Neves,MID,,2,11,12.2,0,2.4,0,8.0,90,4.2,0,51,0,1166668
,Ryan Fraser,MID,,6,29,30.8,0,7.2,1,14.0,90,27.5,1,55,0,131407
,Robert Snodgrass,MID,,2,3,4.0,0,1.1,0,0.0,76,7.0,0,55,0,8316
,Richarlison de Andrade,FWD,,9,29,51.0,1,11.0,2,35.0,85,24.1,0,66,0,1252500
,Raúl Jiménez,FWD,,2,6,7.8,0,9.1,0,63.0,90,20.6,0,55,0,267211
,Theo Walcott,MID,,13,33,52.2,1,10.8,3,28.0,90,27.5,1,65,0,100102
,Lucas Rodrigues Moura da Silva,MID,,7,17,42.6,1,8.6,0,32.0,90,11.1,0,70,0,111296
,Jack Wilshere,MID,,1,14,12.8,0,3.9,0,11.0,90,15.6,0,50,0,238782
,Wilfred Ndidi,MID,,3,20,22.2,0,4.4,0,9.0,90,12.6,0,50,1,39154
,Jamie Vardy,FWD,,-1,-6,0.0,0,0.4,0,4.0,65,2.3,0,90,1,456773
,James Ward-Prowse,MID,,2,19,26.0,0,9.7,0,9.0,83,61.8,0,55,0,22950
,James Maddison,MID,,9,32,41.4,1,5.5,1,9.0,81,4.8,0,65,1,67445
,Joshua King,FWD,,1,3,4.0,0,5.5,0,30.0,89,21.3,0,65,0,361077
,João Filipe Iria Santos Moutinho,MID,,2,11,22.8,0,5.3,0,1.0,90,28.9,0,55,0,80655
,Harry Winks,MID,,1,3,0.2,0,0.0,0,0.0,1,0.1,0,55,0,574
,Kelechi Iheanacho,FWD,,1,4,3.0,0,1.4,0,0.0,8,11.2,0,60,0,66677
,Harry Kane,FWD,,7,24,40.0,1,12.7,1,56.0,88,31.0,0,125,0,1568866
,Isaac Hayden,MID,,-2,-8,0.0,0,0.0,0,0.0,20,0.0,0,45,0,11116
,Yoshinori Muto,FWD,,1,1,0.0,0,0.1,0,2.0,25,0.0,0,60,0,6772
,Jacob Murphy,MID,,1,4,7.2,0,1.2,0,0.0,20,4.3,0,50,0,2875
,Matt Ritchie,MID,,2,3,4.4,0,0.5,0,0.0,69,0.5,0,60,1,64503
,Ayoze Pérez,MID,,2,2,12.2,0,5.2,0,38.0,64,1.8,0,65,1,144566
,Kenneth Zohore,FWD,,2,-3,2.2,0,7.1,0,54.0,90,14.7,0,50,1,29071
,Jonjo Shelvey,MID,,3,18,22.4,0,10.7,0,25.0,90,60.0,0,55,1,58096
,Pierre-Emerick Aubameyang,MID,,2,5,1.0,0,1.4,0,1.0,90,12.2,0,110,0,924935
,Bernardo Mota Veiga de Carvalho e Silva,MID,,8,23,35.6,1,6.5,0,23.0,90,6.1,0,75,1,312286
,Raheem Sterling,MID,,7,22,38.2,1,10.8,0,52.0,86,17.8,0,110,1,95478
,Riyad Mahrez,MID,,1,4,6.0,0,4.4,0,17.0,59,20.6,0,90,0,244252
,Mesut Özil,MID,,2,10,9.2,0,4.0,0,6.0,90,24.7,0,85,0,236460
,Kevin De Bruyne,MID,,0,0,4.4,0,2.6,0,7.0,30,14.8,0,100,0,1288634
,Matteo Guendouzi,MID,,2,15,11.4,0,1.5,0,1.0,90,3.0,0,45,0,53733
,Lucas Torreira,MID,,1,5,3.8,0,0.4,0,0.0,20,0.6,0,50,0,90529
,Gabriel Fernando de Jesus,FWD,,1,1,0.2,0,0.1,0,0.0,11,0.7,0,105,0,121425
,Granit Xhaka,MID,,1,10,8.8,0,1.0,0,0.0,69,1.3,0,55,0,220405
,Ilkay Gündogan,MID,,3,9,3.6,0,2.1,0,11.0,90,6.7,0,55,1,65757
,Sergio Agüero,FWD,,2,4,8.2,0,7.7,0,39.0,78,29.6,0,110,1,1452447
,Alexandre Lacazette,FWD,,1,-4,0.0,0,0.2,0,5.0,36,0.5,0,95,0,200168
,Aaron Ramsey,MID,,1,7,9.4,0,2.9,0,9.0,53,10.8,0,75,0,60423
,Danny Ings,FWD,,1,6,6.0,0,6.4,0,16.0,34,41.8,0,55,0,82610
,Mario Lemina,MID,,3,7,7.8,0,7.0,0,53.0,90,8.8,0,50,1,9971
,Mark Noble,MID,,2,12,7.0,0,0.9,0,0.0,90,1.5,0,50,0,23453
,Chris Wood,FWD,,2,2,5.8,0,6.1,0,52.0,72,2.8,0,65,1,24309
,Declan Rice,MID,,0,5,3.0,0,0.4,0,0.0,45,0.6,0,45,0,16061
,Charlie Austin,FWD,,2,5,5.2,0,3.5,0,8.0,71,21.8,0,60,1,85810
,Michail Antonio,FWD,,1,5,18.6,0,5.7,0,24.0,90,14.0,0,70,0,79349
,Mohamed Elyounoussi,MID,,1,6,12.0,0,9.6,0,26.0,34,58.3,0,65,0,23886
,Mohamed Salah,MID,,8,20,47.6,1,16.9,0,92.0,86,29.0,0,130,1,2478960
,Naby Keita,MID,,3,15,10.0,0,3.8,0,10.0,90,17.6,0,75,1,232708
,Nathan Redmond,MID,,3,13,10.0,0,6.1,0,38.0,90,13.4,0,55,1,24948
,Jack Cork,MID,,2,10,10.2,0,4.6,0,2.0,90,33.8,0,50,1,59543
,James Milner,MID,,6,26,33.6,0,10.0,0,12.0,90,54.4,1,55,1,14696
,Aaron Lennon,MID,,3,6,10.0,0,3.9,0,17.0,90,12.3,0,50,1,15138
,Jeff Hendrick,MID,,3,1,5.4,0,4.5,0,33.0,75,6.5,0,55,1,9008
,Georginio Wijnaldum,MID,,3,7,3.8,0,2.2,0,13.0,90,5.4,0,55,1,32164
,Johann Berg Gudmundsson,MID,,3,6,7.0,0,7.9,0,41.0,86,31.1,0,60,1,98144
,Xherdan Shaqiri,MID,,1,1,0.4,0,0.2,0,0.0,8,1.9,0,75,0,360763
,Jordan Henderson,MID,,1,3,2.0,0,0.3,0,0.0,21,0.8,0,55,0,61150
,Felipe Anderson Pereira Gomes,MID,,2,10,15.2,0,4.4,0,2.0,61,26.8,0,70,0,183158
,Jack Wilshere,MID,,2,10,12.8,0,1.7,0,0.0,90,3.8,0,50,0,239569
,Ashley Barnes,FWD,,1,4,5.2,0,2.3,0,7.0,14,10.3,0,60,0,48750
,Ashley Westwood,MID,,3,13,15.4,0,5.0,0,9.0,90,25.3,0,45,1,9023
,Sadio Mané,MID,,16,52,77.0,2,18.5,3,79.0,81,29.3,0,95,1,758512
,Robert Snodgrass,MID,,1,5,7.0,0,1.2,0,0.0,45,5.4,0,55,0,8221
,Roberto Firmino,FWD,,5,23,22.6,0,6.7,0,15.0,68,29.5,1,95,1,1687015
,Stuart Armstrong,MID,,1,5,5.0,0,4.0,0,6.0,55,29.2,0,55,0,13490
,Andriy Yarmolenko,MID,,1,3,1.4,0,0.2,0,0.0,23,0.8,0,70,0,48425
,Oriol Romeu Vidal,MID,,3,12,17.4,0,3.2,0,10.0,90,4.1,0,45,1,140250
,João Filipe Iria Santos Moutinho,MID,,2,15,8.6,0,1.8,0,1.0,84,8.3,0,55,0,87926
,Diogo Jota,MID,,5,15,4.2,0,1.9,0,5.0,90,9.8,1,65,0,314441
,Rúben Diogo da Silva Neves,MID,,12,44,60.6,1,10.4,2,16.0,90,27.8,1,50,0,633569
,Theo Walcott,MID,,2,6,6.2,0,1.3,0,4.0,90,2.3,0,65,0,93127
,Gylfi Sigurdsson,MID,,1,0,0.0,0,0.2,0,2.0,43,1.5,0,75,0,106177
,Richarlison de Andrade,FWD,,14,46,78.2,2,14.0,3,56.0,85,5.6,0,65,0,872082
,Morgan Gibbs-White,MID,,1,2,0.0,0,0.0,0,0.0,5,0.4,0,45,0,20765
,Raúl Jiménez,FWD,,6,25,44.8,1,12.0,0,60.0,90,15.5,0,55,0,129989
,Cenk Tosun,FWD,,5,18,25.0,0,5.3,0,11.0,80,17.2,1,70,0,302582
,Isaac Success Ajayi,FWD,,1,3,4.4,0,2.8,0,0.0,16,23.2,0,45,0,0
,Cheikhou Kouyaté,MID,,1,3,5.0,0,2.2,0,17.0,2,0.0,0,50,0,27371
,Glenn Murray,FWD,,2,1,3.6,0,1.1,0,6.0,90,1.8,0,65,0,36707
,Aaron Mooy,MID,,2,24,20.2,0,3.8,0,0.0,90,18.2,0,55,0,192110
,Callum Wilson,FWD,,8,31,58.6,1,18.2,1,103.0,90,20.2,1,60,1,147186
,Christian Benteke,FWD,,2,9,13.6,0,8.6,0,48.0,82,24.0,0,65,1,54689
,Andros Townsend,MID,,3,9,27.6,0,6.3,0,18.0,87,17.5,0,60,1,115533
,Davy Pröpper,MID,,2,9,12.0,0,2.3,0,9.0,90,1.5,0,50,0,8887
,Andre Gray,FWD,,2,8,7.0,0,5.9,0,27.0,73,25.2,0,60,1,30395
,Aboubakar Kamara,MID,,1,2,6.2,0,5.4,0,22.0,29,25.6,0,45,0,499362
,Abdoulaye Doucouré,MID,,3,16,11.6,0,3.9,0,2.0,90,25.8,0,60,1,108189
,Dan Gosling,MID,,3,12,23.2,0,3.5,0,1.0,90,10.4,0,50,1,5035
,Alireza Jahanbakhsh,MID,,1,3,2.4,0,1.7,0,0.0,19,14.1,0,70,0,76058
,Dale Stephens,MID,,1,14,21.8,0,3.8,0,4.0,90,11.8,0,45,0,549320
,Anthony Knockaert,MID,,2,4,9.4,0,3.6,0,22.0,90,4.4,0,55,0,23952
,Ryan Fraser,MID,,11,38,42.8,1,11.1,3,25.0,90,43.3,0,55,1,57385
,Solomon March,MID,,2,6,3.2,0,2.0,0,2.0,70,14.3,0,50,0,3712
,Ruben Loftus-Cheek,MID,,1,5,2.2,0,0.4,0,0.0,22,1.3,0,55,0,55849
,Ross Barkley,MID,,3,12,7.4,0,4.5,0,20.0,67,17.8,0,60,1,22315
,Ken Sema,MID,,1,5,2.2,0,0.3,0,0.0,9,0.8,0,50,0,5736
,Kevin McDonald,MID,,1,16,17.8,0,3.2,0,8.0,90,6.3,0,45,0,20352
,Pascal Groß,MID,,1,6,8.6,0,3.3,0,4.0,59,20.3,0,70,0,364302
,Luka Milivojevic,MID,,3,16,16.8,0,5.1,0,0.0,90,34.6,0,65,1,465750
,Lys Mousset,FWD,,1,3,0.0,0,0.0,0,0.0,1,0.0,0,50,0,11984
,N'Golo Kanté,MID,,8,30,42.4,1,7.1,0,17.0,90,11.2,0,50,1,889970
,Wilfried Zaha,MID,,5,17,37.4,1,9.8,0,52.0,90,8.3,0,70,1,1424847
,Troy Deeney,FWD,,2,2,5.0,0,3.1,0,20.0,90,6.3,0,60,1,52178
,Jeffrey Schlupp,MID,,11,30,42.6,1,6.3,0,19.0,90,1.4,0,45,1,29820
,Willian Borges Da Silva,MID,,6,17,26.4,0,9.7,0,22.0,75,48.3,1,75,1,411692
,Will Hughes,MID,,3,3,10.2,0,3.2,0,18.0,80,3.8,0,50,1,25044
,Yves Bissouma,MID,,1,2,1.4,0,1.2,0,9.0,30,1.5,0,50,0,2595
,James McArthur,MID,,3,14,14.2,0,2.9,0,2.0,90,12.4,0,50,1,85461
,Joshua King,FWD,,2,1,5.0,0,4.6,0,22.0,90,19.3,0,65,1,380719
,Stefan Johansen,MID,,1,6,6.8,0,1.1,0,0.0,8,4.4,0,55,0,8305
,Jorge Luiz Frello Filho,MID,,9,31,52.6,1,7.9,1,17.0,90,9.3,0,50,1,396333
,Tom Cairney,MID,,2,15,16.8,0,4.5,0,8.0,90,20.3,0,50,0,153810
,Christian Atsu,MID,,1,4,6.2,0,2.1,0,1.0,21,14.0,0,55,0,9385
,Matt Ritchie,MID,,5,19,21.4,0,6.7,0,9.0,68,36.7,1,60,0,46207
,Yoshinori Muto,FWD,,1,5,3.0,0,4.0,0,37.0,9,0.3,0,60,0,7032
,Moussa Sissoko,MID,,2,11,10.6,0,3.5,0,17.0,90,7.1,0,50,0,2814
,Ayoze Pérez,MID,,2,9,15.6,0,4.6,0,17.0,80,13.1,0,65,0,146474
,Bamidele Alli,MID,,9,34,59.2,1,12.0,2,58.0,79,2.9,0,90,0,175864
,Salomón Rondón,FWD,,1,0,0.0,0,2.5,0,26.0,31,0.5,0,60,0,73303
,Jonjo Shelvey,MID,,2,13,11.4,0,4.3,0,0.0,90,31.8,0,55,0,51885
,Harry Kane,FWD,,1,5,6.6,0,5.7,0,26.0,90,24.3,0,125,0,1430959
,Lucas Rodrigues Moura da Silva,MID,,2,8,5.0,0,2.8,0,20.0,67,3.2,0,70,0,108496
,Heung-Min Son,MID,,1,7,8.0,0,1.1,0,2.0,10,1.0,0,85,0,374626
,Andreas Pereira,MID,,1,13,22.2,0,2.8,0,0.0,90,5.8,0,50,0,30210
,Juan Mata,MID,,5,24,27.0,0,5.9,0,3.0,90,28.8,1,65,0,97791
,Frederico Rodrigues de Paula Santos,MID,,2,8,4.6,0,1.0,0,0.0,75,5.1,0,60,1,232569
,Wilfred Ndidi,MID,,2,13,19.2,0,5.0,0,15.0,90,15.3,0,50,0,33600
,Jamie Vardy,FWD,,6,25,35.0,1,9.1,1,41.0,27,14.5,0,90,0,242752
,James Maddison,MID,,2,10,8.2,0,5.1,0,29.0,62,13.8,0,65,0,32765
,Marcus Rashford,MID,,2,13,11.0,0,1.7,0,0.0,66,5.8,0,70,1,515309
,Demarai Gray,MID,,2,15,14.4,0,6.1,0,38.0,90,8.2,0,55,0,44794
,Paul Pogba,MID,,10,29,56.8,1,9.1,2,24.0,83,9.9,0,80,1,354360
,Romelu Lukaku,FWD,,1,-2,4.0,0,2.2,0,17.0,23,0.5,0,110,0,349932
,Kelechi Iheanacho,FWD,,2,2,1.4,0,3.4,0,28.0,90,4.9,0,60,0,47721
,Scott McTominay,MID,,1,3,0.4,0,0.3,0,2.0,14,0.6,0,45,0,39595
,Erik Lamela,MID,,16,49,72.0,2,13.4,1,60.0,78,1.9,1,63,0,8618
,Fabian Delph,MID,,1,9,3.4,0,1.1,0,0.0,58,7.6,0,45,0,26916
,Gabriel Fernando de Jesus,FWD,,5,26,34.6,1,6.0,1,25.0,31,0.2,0,104,0,1009260
,Georginio Wijnaldum,MID,,3,23,22.4,0,7.0,0,25.0,90,22.2,0,66,1,132301
,Glenn Murray,FWD,,1,3,3.2,0,0.6,0,2.0,33,0.5,0,59,0,331596
,Declan Rice,MID,,2,16,15.6,0,2.5,0,8.0,90,1.8,0,44,0,5804
,Granit Xhaka,MID,,3,12,18.6,0,2.8,0,1.0,90,8.3,0,51,1,415824
,Davy Pröpper,MID,,2,10,15.0,0,1.5,0,0.0,90,0.4,0,53,0,4633
,Demarai Gray,MID,,2,-2,2.0,0,5.8,0,23.0,60,32.8,0,53,0,37429
,Dwight Gayle,FWD,,6,32,39.0,1,10.2,1,40.0,47,23.2,0,61,0,64952
,Dwight McNeil,MID,,1,3,0.0,0,0.0,0,0.0,1,0.0,0,45,0,0
,Jamie Vardy,FWD,,13,56,64.8,2,13.8,3,51.0,90,21.8,0,88,0,1278058
,Jake Livermore,MID,,2,11,19.2,0,2.5,0,2.0,90,3.9,0,48,0,28273
,James McArthur,MID,,2,15,11.2,0,3.4,0,8.0,67,15.2,0,44,1,281352
,James Ward-Prowse,MID,,0,-1,1.2,0,2.3,0,19.0,26,2.3,0,49,0,97721
,Jay Rodriguez,FWD,,2,5,10.8,0,1.3,0,2.0,72,0.6,0,54,0,147821
,Jeff Hendrick,MID,,2,13,11.8,0,7.0,0,38.0,90,20.6,0,54,0,11282
,Dan Gosling,MID,,1,-1,9.0,0,1.0,0,0.0,31,0.8,0,48,0,7481
,Jacob Murphy,MID,,6,12,9.0,0,5.6,0,35.0,90,12.2,1,50,1,4775
,Heung-Min Son,MID,,1,3,0.2,0,0.1,0,0.0,6,0.3,0,83,0,822266
,Hal Robson-Kanu,FWD,,1,3,1.4,0,1.2,0,0.0,19,10.4,0,49,0,22401
,Hamza Choudhury,MID,,0,2,4.8,0,1.3,0,8.0,34,0.2,0,44,0,695
,Harry Kane,FWD,,12,53,64.6,2,10.6,2,39.0,90,2.2,0,131,0,2229620
,Harvey Barnes,MID,,1,3,0.2,0,0.3,0,2.0,5,0.5,0,45,0,137
,Ilkay Gündogan,MID,,3,13,1.6,0,1.3,0,5.0,81,6.3,0,54,1,133553
,Isaac Hayden,MID,,1,1,3.4,0,0.4,0,0.0,18,0.3,0,43,0,10629
,Jack Cork,MID,,2,9,2.6,0,1.6,0,8.0,90,5.2,0,45,0,210087
