Season,name,position,team,total_points,bps,influence,goals_scored,ict_index,bonus,threat,minutes,creativity,assists,value,clean_sheets,selected
,Romaine Sawyers,MID,,2,10,3.8,0,0.6,0,0.0,90,1.8,0,48,0,2695
,James Ward-Prowse,MID,,5,30,39.2,0,8.3,0,7.0,90,37.2,1,61,0,810167
,Joseph Willock,MID,,1,3,0.0,0,0.0,0,0.0,1,0.0,0,47,0,5589
,Matt Phillips,MID,,1,2,0.0,0,0.2,0,2.0,31,0.2,0,51,0,3802
,Emile Smith Rowe,MID,,2,11,7.4,0,3.1,0,18.0,71,5.8,0,45,0,290496
,Ferran Torres,MID,,1,4,3.0,0,3.7,0,20.0,38,13.7,0,69,0,81376
,Callum Robinson,FWD,,1,1,0.0,0,0.2,0,4.0,45,0.5,0,54,0,59607
,Riyad Mahrez,MID,,12,43,57.0,1,14.2,1,52.0,90,33.2,1,81,1,253865
,Robert Snodgrass,MID,,1,4,2.2,0,1.9,0,2.0,58,15.2,0,57,0,6281
,Thomas Partey,MID,,2,8,15.2,0,1.8,0,0.0,77,2.5,0,49,0,25616
,Gabriel Fernando de Jesus,FWD,,1,3,2.8,0,2.3,0,6.0,30,14.1,0,91,0,171356
,Rodrigo Hernandez,MID,,3,13,8.0,0,1.9,0,1.0,90,9.6,0,54,1,35179
,Phil Foden,MID,,1,7,14.2,0,8.0,0,39.0,51,26.8,0,63,0,947253
,Mark Noble,MID,,1,3,0.2,0,0.0,0,0.0,3,0.1,0,46,0,29514
,Jeff Hendrick,MID,,2,11,8.2,0,2.0,0,0.0,90,11.8,0,46,0,141933
,Wilfried Zaha,MID,,7,18,36.4,1,7.9,0,34.0,90,8.1,0,72,0,1162758
,Ryan Fraser,MID,,2,5,3.2,0,4.1,0,12.0,76,25.8,0,56,0,12856
,Jonjo Shelvey,MID,,2,15,13.8,0,10.1,0,33.0,90,54.4,0,53,0,10235
,Callum Wilson,FWD,,5,17,18.2,0,5.6,0,26.0,90,11.3,1,66,0,1483790
,Michail Antonio,FWD,,5,8,16.2,0,11.0,0,69.0,82,24.8,1,64,0,1112259
,Jordan Ayew,FWD,,4,16,23.8,0,6.0,0,2.0,17,34.0,1,56,0,114816
,Eberechi Eze,MID,,2,17,15.2,0,3.4,0,0.0,90,18.8,0,58,0,66084
,Patrick Bamford,FWD,,1,2,0.0,0,0.6,0,8.0,59,1.3,0,67,0,3958798
,Andriy Yarmolenko,MID,,1,1,0.2,0,0.0,0,0.0,7,0.0,0,55,0,5866
,Saïd Benrahma,MID,,2,13,13.8,0,8.6,0,38.0,86,34.0,0,60,0,15406
,Kalvin Phillips,MID,,2,10,14.4,0,3.0,0,0.0,90,15.1,0,49,0,84134
,Andros Townsend,MID,,2,4,8.0,0,1.1,0,0.0,65,3.2,0,56,0,103078
,Rodrigo Moreno,FWD,,4,13,21.8,0,7.4,0,29.0,90,23.1,1,57,0,256920
,Dwight Gayle,FWD,,1,2,0.0,0,0.1,0,3.0,13,0.0,0,59,0,3428
,Jairo Riedewald,MID,,1,4,4.4,0,0.6,0,0.0,17,1.8,0,44,0,95593
,Jack Harrison,MID,,7,21,38.4,1,6.3,1,23.0,90,1.7,0,54,0,178008
,Tomas Soucek,MID,,15,50,85.8,2,16.8,3,81.0,90,1.1,0,53,0,1395869
,Tyler Roberts,MID,,1,5,9.8,0,2.2,0,0.0,30,12.1,0,47,0,4363
,Isaac Hayden,MID,,2,13,14.0,0,2.5,0,0.0,90,11.0,0,47,0,4270
,Pablo Fornals,MID,,2,17,22.2,0,8.8,0,19.0,90,46.7,0,61,0,65777
,Jacob Murphy,MID,,2,7,2.4,0,3.0,0,12.0,63,15.3,0,49,0,4406
,Declan Rice,MID,,2,21,21.4,0,4.4,0,4.0,90,18.1,0,48,0,202915
,Christian Benteke,FWD,,5,14,16.8,0,3.7,0,4.0,72,16.6,1,55,0,53623
,Jarrod Bowen,MID,,5,17,23.4,0,5.2,0,8.0,80,20.4,1,63,0,244764
,Luka Milivojevic,MID,,2,11,9.2,0,1.4,0,2.0,72,2.3,0,56,0,17044
,Mateusz Klich,MID,,1,3,6.0,0,2.5,0,18.0,34,1.0,0,54,0,333115
,Raphael Dias Belloli,MID,,13,36,61.8,1,11.7,3,32.0,90,22.7,1,54,0,114249
,James McArthur,MID,,2,13,20.6,0,4.7,0,5.0,90,21.2,0,52,0,9623
,Miguel Almirón,MID,,9,33,51.4,1,11.0,2,26.0,90,32.8,0,56,0,30471
,Allan Saint-Maximin,MID,,1,0,3.6,0,2.4,0,10.0,26,10.6,0,51,0,193407
,Cheikhou Kouyaté,MID,,2,13,9.4,0,1.2,0,2.0,90,0.4,0,50,0,31539
,Michy Batshuayi,FWD,,6,25,33.0,1,5.0,1,17.0,24,0.1,0,57,0,46191
,Isaac Hayden,MID,,2,9,14.8,0,1.9,0,2.0,90,2.2,0,47,0,4459
,Jeff Hendrick,MID,,2,12,4.0,0,2.1,0,4.0,90,12.8,0,46,0,150846
,Ryan Fraser,MID,,1,3,0.8,0,2.0,0,18.0,19,0.9,0,56,0,12858
,Marvelous Nakamba,MID,,3,18,12.0,0,1.8,0,1.0,90,5.0,0,43,1,56893
,Anwar El Ghazi,MID,,1,5,2.2,0,0.5,0,2.0,10,0.3,0,58,0,355384
,Ross Barkley,MID,,3,6,2.8,0,4.2,0,11.0,79,28.4,0,59,1,61441
,Douglas Luiz Soares de Paulo,MID,,3,4,0.6,0,2.0,0,5.0,90,14.7,0,49,1,19054
,Jack Grealish,MID,,6,22,24.4,0,9.3,0,24.0,87,44.7,1,77,1,2778647
,Andy Carroll,FWD,,1,-2,0.0,0,0.2,0,8.0,70,1.6,0,52,0,33584
,Callum Wilson,FWD,,2,3,2.2,0,0.6,0,2.0,90,2.2,0,66,0,1599004
,Bertrand Traoré,MID,,8,29,39.8,1,8.5,0,27.0,79,18.1,0,59,1,43418
,Dwight Gayle,FWD,,1,2,0.0,0,0.2,0,4.0,9,0.1,0,59,0,3641
,Mahmoud Ahmed Ibrahim Hassan,MID,,1,-2,2.0,0,2.1,0,19.0,10,0.3,0,52,0,36420
,Ollie Watkins,FWD,,6,29,41.8,1,11.7,0,58.0,90,17.2,0,61,1,886338
,Miguel Almirón,MID,,2,10,15.2,0,4.9,0,7.0,80,26.8,0,56,0,31644
,Allan Saint-Maximin,MID,,1,3,1.2,0,0.2,0,0.0,19,1.2,0,51,0,195641
,Jonjo Shelvey,MID,,2,15,16.8,0,4.3,0,0.0,90,26.5,0,53,0,10322
,Jacob Ramsey,MID,,1,2,1.4,0,0.1,0,0.0,2,0.0,0,45,0,7426
,Sadio Mané,MID,,2,21,24.8,0,17.7,0,50.0,90,102.0,0,119,0,590434
,Ashley Westwood,MID,,3,15,25.0,0,3.6,0,0.0,90,11.1,0,53,1,39361
,Roberto Firmino,FWD,,1,1,0.0,0,2.7,0,28.0,33,2.2,0,93,0,418137
,Alex Oxlade-Chamberlain,MID,,1,-1,3.0,0,1.5,0,9.0,56,2.8,0,63,0,3763
,Thiago Alcántara do Nascimento,MID,,2,12,17.6,0,5.3,0,0.0,90,35.2,0,57,0,97424
,Josh Brownhill,MID,,3,9,9.4,0,1.0,0,0.0,90,0.8,0,49,1,5206
,Ashley Barnes,FWD,,7,26,42.8,1,9.7,2,43.0,90,10.9,0,60,1,27652
,Fabio Henrique Tavares,MID,,1,10,5.8,0,1.2,0,4.0,90,2.1,0,54,0,79221
,Xherdan Shaqiri,MID,,2,14,11.4,0,8.6,0,39.0,83,35.5,0,64,0,4750
,Robbie Brady,MID,,3,7,4.8,0,2.6,0,17.0,64,4.2,0,50,1,8927
,Takumi Minamino,MID,,1,3,0.6,0,2.4,0,23.0,6,0.6,0,60,0,12628
,Chris Wood,FWD,,2,4,2.0,0,1.9,0,4.0,90,13.3,0,62,1,151766
,Dwight McNeil,MID,,3,12,20.8,0,4.7,0,8.0,90,18.3,0,57,1,24161
,Johann Berg Gudmundsson,MID,,1,3,0.6,0,0.8,0,7.0,25,0.4,0,54,0,2830
,Georginio Wijnaldum,MID,,2,14,9.6,0,5.3,0,14.0,90,29.8,0,53,0,120492
,Mohamed Salah,MID,,1,2,5.8,0,6.7,0,47.0,33,14.6,0,125,0,3168283
,Divock Origi,FWD,,1,-1,6.4,0,4.0,0,31.0,56,2.8,0,52,0,46344
,Harrison Reed,MID,,2,17,15.4,0,2.9,0,1.0,90,12.2,0,44,0,50596
,Aboubakar Kamara,MID,,1,6,4.4,0,2.5,0,0.0,19,21.0,0,48,0,3693
,Marcus Rashford,MID,,1,4,1.4,0,0.6,0,4.0,5,0.6,0,96,0,1016925
,Ivan Ricardo Neves Abreu Cavaleiro,MID,,2,1,6.6,0,3.2,0,4.0,70,21.3,0,53,0,13759
,Bruno Miguel Borges Fernandes,MID,,5,20,13.8,0,7.4,0,23.0,90,37.2,1,113,0,4139736
,Anthony Martial,FWD,,2,7,2.2,0,3.9,0,30.0,84,6.9,0,88,0,440382
,Aleksandar Mitrović,FWD,,1,2,0.0,0,0.3,0,4.0,7,0.5,0,55,0,292574
,André-Frank Zambo Anguissa,MID,,6,30,20.8,0,3.8,2,0.0,78,16.8,1,45,0,180783
,Mason Greenwood,MID,,2,10,0.6,0,2.5,0,18.0,84,6.4,0,70,0,153315
,Paul Pogba,MID,,9,33,54.0,1,7.6,3,7.0,90,15.4,0,77,0,143304
,Ruben Loftus-Cheek,MID,,2,6,8.6,0,5.3,0,25.0,90,18.9,0,59,0,13081
,Mario Lemina,MID,,1,4,2.6,0,1.4,0,1.0,11,10.3,0,45,0,20721
,Nemanja Matic,MID,,1,4,2.0,0,0.2,0,0.0,1,0.0,0,48,0,15695
,Edinson Cavani,FWD,,7,29,39.8,1,7.8,1,36.0,90,2.4,0,78,0,221262
,Ademola Lookman,MID,,7,26,46.0,1,11.6,0,69.0,90,0.9,0,50,0,104589
,Frederico Rodrigues de Paula Santos,MID,,2,18,14.6,0,6.0,0,20.0,90,25.3,0,53,0,16208
,Scott McTominay,MID,,1,2,0.0,0,0.0,0,0.0,5,0.0,0,49,0,107408
,Ilkay Gündogan,MID,,10,31,42.2,1,15.7,2,84.0,90,30.3,0,55,1,243089
,Gabriel Fernando de Jesus,FWD,,4,10,0.0,0,2.9,0,19.0,31,10.9,1,91,0,109790
,Kevin De Bruyne,MID,,1,10,10.0,0,7.7,0,27.0,58,40.4,0,118,0,2481098
,Douglas Luiz Soares de Paulo,MID,,2,8,19.6,0,4.4,0,24.0,90,0.8,0,49,0,19054
,Jacob Ramsey,MID,,1,3,2.0,0,0.3,0,0.0,22,0.6,0,45,0,7426
,Ross Barkley,MID,,3,2,3.0,0,5.1,0,45.0,67,2.7,0,59,1,61441
,John McGinn,MID,,1,4,1.8,0,0.8,0,6.0,90,0.3,0,55,0,104877
,Jack Grealish,MID,,2,15,14.2,0,5.3,0,4.0,90,34.3,0,77,0,2778647
,Phil Foden,MID,,3,16,22.0,0,20.1,0,105.0,90,74.1,0,63,1,867685
,Raheem Sterling,MID,,3,3,2.4,0,7.1,0,44.0,71,24.2,0,114,1,336494
,Anwar El Ghazi,MID,,1,5,4.2,0,0.5,0,0.0,22,1.0,0,58,0,355384
,Ollie Watkins,FWD,,2,6,8.2,0,3.1,0,10.0,90,12.3,0,61,0,886338
,Rodrigo Hernandez,MID,,9,33,54.8,0,14.5,3,39.0,90,51.4,1,54,1,35231
,Riyad Mahrez,MID,,1,5,4.2,0,2.9,0,6.0,18,18.8,0,81,0,272796
,Bernardo Mota Veiga de Carvalho e Silva,MID,,9,29,49.8,1,11.7,1,50.0,90,17.2,0,74,1,52230
,Bertrand Traoré,MID,,3,5,5.4,0,2.5,0,19.0,67,1.0,0,59,1,43418
,Tammy Abraham,FWD,,2,2,8.2,0,4.7,0,37.0,90,1.8,0,72,0,331844
,Timo Werner,FWD,,1,1,0.6,0,0.1,0,0.0,22,0.3,0,92,0,968981
,Kelechi Iheanacho,FWD,,1,2,2.0,0,0.3,0,0.0,2,0.5,0,56,0,21951
,Marc Albrighton,MID,,6,22,30.4,0,7.8,0,9.0,76,38.9,1,53,1,10154
,Callum Hudson-Odoi,MID,,2,7,1.8,0,2.6,0,4.0,67,19.7,0,57,0,26344
,Hakim Ziyech,MID,,0,3,4.8,0,2.2,0,17.0,23,0.1,0,81,0,238522
,Mason Mount,MID,,2,15,29.0,0,8.7,0,1.0,90,57.4,0,68,0,404660
,Wilfred Ndidi,MID,,11,33,41.0,1,5.0,3,7.0,90,1.8,0,48,1,49729
,Ayoze Pérez,MID,,1,2,3.4,0,0.4,0,0.0,14,1.0,0,60,0,55878
,Jamie Vardy,FWD,,2,4,3.2,0,3.4,0,21.0,87,10.1,0,101,1,2377973
,Harvey Barnes,MID,,6,16,24.0,0,5.2,0,4.0,90,24.3,1,68,1,351686
,Mateo Kovacic,MID,,1,19,19.6,0,2.7,0,2.0,90,5.7,0,53,0,19009
,Christian Pulisic,MID,,2,2,7.2,0,2.6,0,6.0,90,13.2,0,82,0,181804
,Kai Havertz,MID,,1,4,3.4,0,1.3,0,6.0,66,4.0,0,82,0,213891
,James Maddison,MID,,8,23,38.8,1,7.4,0,20.0,75,15.6,0,71,1,430945
,Youri Tielemans,MID,,3,10,8.0,0,3.6,0,23.0,90,4.5,0,64,1,167702
,Michail Antonio,FWD,,9,39,40.6,1,9.0,3,24.0,83,25.7,0,63,0,729174
,Tomas Soucek,MID,,2,9,12.6,0,3.3,0,4.0,90,16.1,0,53,0,1623913
,Conor Gallagher,MID,,1,13,12.2,0,4.9,0,23.0,90,13.3,0,55,0,5352
,Saïd Benrahma,MID,,2,16,12.4,0,5.2,0,27.0,61,12.2,0,60,0,16599
,Pablo Fornals,MID,,1,3,2.6,0,1.5,0,0.0,28,12.1,0,61,0,67560
,Manuel Lanzini,MID,,2,4,3.8,0,5.7,0,38.0,61,14.7,0,64,0,7919
,Romaine Sawyers,MID,,2,17,8.6,0,1.1,0,0.0,90,2.3,0,48,0,2804
,Jake Livermore,MID,,2,10,14.2,0,1.5,0,0.0,79,0.3,0,47,0,3961
,Kamil Grosicki,MID,,5,16,20.8,0,4.6,0,2.0,69,23.4,1,53,0,2332
,Callum Robinson,FWD,,2,7,1.4,0,0.7,0,3.0,90,2.8,0,54,0,51275
,Declan Rice,MID,,2,11,10.0,0,3.9,0,21.0,90,8.1,0,48,0,210727
,Jarrod Bowen,MID,,7,20,38.8,1,8.1,0,39.0,90,2.7,0,63,0,268223
,Andriy Yarmolenko,MID,,4,15,21.2,0,5.3,0,19.0,28,12.3,1,55,0,5852
,Hal Robson-Kanu,FWD,,1,0,0.0,0,0.0,0,0.0,10,0.0,0,52,0,6408
,Matheus Pereira,MID,,9,29,37.2,1,5.6,2,15.0,90,3.5,0,56,0,50842
,Mark Noble,MID,,1,3,0.0,0,0.0,0,0.0,6,0.3,0,46,0,30242
,Granit Xhaka,MID,,3,21,15.8,0,3.2,0,10.0,90,5.9,0,52,1,34262
,Pierre-Emerick Aubameyang,MID,,15,37,61.2,2,12.2,2,57.0,78,3.7,0,113,1,539555
,Gabriel Teodoro Martinelli Silva,MID,,1,1,0.0,0,0.4,0,4.0,8,0.5,0,49,0,27692
,Elliot Anderson,MID,,1,3,0.0,0,0.2,0,2.0,3,0.3,0,45,0,1321
,Thomas Partey,MID,,6,27,26.2,0,5.1,0,1.0,66,23.5,1,49,1,22510
,Callum Wilson,FWD,,2,7,10.6,0,4.1,0,18.0,90,12.2,0,66,0,1599004
,Emile Smith Rowe,MID,,6,26,25.4,0,7.8,0,4.0,81,48.6,1,45,1,219564
,Jonjo Shelvey,MID,,2,17,10.4,0,2.6,0,0.0,90,15.3,0,53,0,10322
,Miguel Almirón,MID,,2,6,8.6,0,2.5,0,4.0,86,12.7,0,56,0,31644
,Andy Carroll,FWD,,2,6,0.0,0,1.8,0,5.0,68,13.3,0,52,0,33584
,Jacob Murphy,MID,,1,2,0.2,0,0.1,0,0.0,21,0.3,0,49,0,4647
,Mohamed Naser El Sayed Elneny,MID,,1,5,5.0,0,0.6,0,0.0,23,0.9,0,44,0,95472
,Joelinton Cássio Apolinário de Lira,FWD,,2,7,10.8,0,1.4,0,2.0,90,0.9,0,57,0,44593
,Jeff Hendrick,MID,,1,3,0.0,0,0.0,0,0.0,12,0.2,0,46,0,150846
,Willian Borges Da Silva,MID,,1,3,2.6,0,2.6,0,8.0,11,14.9,0,75,0,229545
,Matthew Longstaff,MID,,2,5,0.0,0,0.1,0,0.0,77,1.1,0,49,0,1709
,Alexandre Lacazette,FWD,,2,5,18.8,0,10.5,0,62.0,90,24.6,0,83,1,443811
,Bukayo Saka,MID,,9,31,47.4,1,15.6,1,59.0,90,49.1,0,53,1,660260
,Bernardo Mota Veiga de Carvalho e Silva,MID,,1,7,0.2,0,1.0,0,4.0,59,5.9,0,74,0,52230
,Raheem Sterling,MID,,8,25,41.8,1,8.5,0,37.0,90,6.2,0,114,1,336494
,Ilkay Gündogan,MID,,8,32,36.2,1,8.6,0,22.0,70,27.7,0,55,1,243089
,Ferran Torres,MID,,4,13,1.6,0,0.3,0,0.0,19,1.4,1,69,0,85608
,James McCarthy,MID,,2,8,12.6,0,1.7,0,0.0,90,4.7,0,43,0,86450
,Michy Batshuayi,FWD,,1,3,0.2,0,0.0,0,0.0,11,0.1,0,57,0,46304
,Kevin De Bruyne,MID,,7,33,33.4,0,12.6,1,31.0,70,61.1,1,118,1,2481098
,Andros Townsend,MID,,2,5,9.4,0,1.2,0,0.0,78,2.7,0,56,0,104842
,Jordan Ayew,FWD,,2,7,7.8,0,3.4,0,22.0,90,4.6,0,56,0,115066
,Eberechi Eze,MID,,2,2,0.0,0,0.4,0,4.0,90,1.7,0,58,0,66131
,Jairo Riedewald,MID,,1,4,2.2,0,0.2,0,0.0,22,0.0,0,44,0,103942
,Luka Milivojevic,MID,,2,11,7.8,0,1.1,0,2.0,67,0.7,0,56,0,17023
,Gabriel Fernando de Jesus,FWD,,2,16,10.4,0,6.5,0,27.0,90,27.8,0,91,1,109790
,James McArthur,MID,,2,10,12.0,0,2.4,0,0.0,90,11.8,0,52,0,9381
,Phil Foden,MID,,1,6,5.0,0,1.5,0,4.0,30,6.0,0,63,0,867685
,Paul Pogba,MID,,3,7,16.6,0,7.5,0,54.0,90,4.4,0,77,1,143304
,Mohamed Salah,MID,,3,6,7.2,0,8.1,0,45.0,90,28.4,0,125,1,3168283
,Sadio Mané,MID,,3,9,12.4,0,6.5,0,28.0,90,24.8,0,119,1,590434
,Georginio Wijnaldum,MID,,3,9,11.8,0,4.3,0,16.0,88,14.9,0,53,1,120492
,Anthony Martial,FWD,,2,12,8.0,0,2.3,0,4.0,60,11.1,0,88,1,440382
,Mason Greenwood,MID,,1,3,0.0,0,0.0,0,0.0,1,0.0,0,70,0,153315
,Fabio Henrique Tavares,MID,,2,13,26.6,0,3.0,0,2.0,90,0.9,0,54,1,79221
,Marcus Rashford,MID,,2,-2,0.0,0,1.5,0,14.0,90,1.4,0,96,1,1016925
,James Milner,MID,,1,3,2.0,0,0.2,0,0.0,1,0.0,0,53,0,8875
,Bruno Miguel Borges Fernandes,MID,,3,3,7.4,0,7.9,0,47.0,88,24.5,0,113,1,4139736
,Thiago Alcántara do Nascimento,MID,,3,24,28.8,0,6.6,0,10.0,90,27.4,0,57,1,97424
,Curtis Jones,MID,,1,3,0.8,0,0.3,0,0.0,14,2.3,0,44,0,107587
,Jordan Henderson,MID,,3,15,12.0,0,3.1,0,7.0,90,12.1,0,54,1,125512
,Divock Origi,FWD,,1,3,0.0,0,0.2,0,2.0,5,0.3,0,52,0,46344
,Frederico Rodrigues de Paula Santos,MID,,3,13,21.2,0,3.3,0,0.0,90,11.4,0,53,1,16208
,Scott McTominay,MID,,3,13,20.6,0,2.1,0,0.0,90,0.7,0,49,1,107408
,Roberto Firmino,FWD,,2,11,15.0,0,13.6,0,95.0,84,26.3,0,93,1,418137
,Xherdan Shaqiri,MID,,2,5,1.4,0,3.5,0,9.0,75,24.3,0,64,1,4750
,Edinson Cavani,FWD,,1,3,2.4,0,0.3,0,0.0,29,0.2,0,78,0,221262
,Tanguy Ndombele,MID,,9,34,53.0,1,8.6,2,25.0,90,8.2,0,59,0,39910
,Rhian Brewster,FWD,,1,3,3.0,0,0.6,0,2.0,19,0.5,0,45,0,644114
,Heung-Min Son,MID,,5,17,20.6,0,9.7,0,34.0,90,41.9,1,97,0,4372039
,Pierre-Emile Højbjerg,MID,,5,22,39.8,0,7.1,0,8.0,90,23.4,1,49,0,65858
,Steven Bergwijn,MID,,5,13,23.2,0,5.2,0,12.0,86,17.0,1,70,0,31198
,Oliver Norwood,MID,,1,10,15.2,0,6.1,0,8.0,66,37.8,0,46,0,11373
,Lucas Rodrigues Moura da Silva,MID,,1,4,2.4,0,0.5,0,0.0,3,3.0,0,67,0,86136
,Harry Kane,FWD,,9,41,55.6,1,15.5,3,49.0,90,50.3,0,111,0,3221390
,Carlos Vinicius Alves Morais,FWD,,1,2,0.0,0,0.0,0,0.0,1,0.0,0,69,0,5163
,Billy Sharp,FWD,,1,0,0.0,0,0.0,0,1.0,16,0.0,0,55,0,10199
,John Lundstram,MID,,1,7,8.8,0,1.5,0,1.0,90,5.5,0,49,0,119560
,David McGoldrick,FWD,,7,28,42.0,1,11.3,1,52.0,90,18.8,0,52,0,153556
,Oliver Burke,MID,,2,6,5.2,0,5.7,0,39.0,70,12.5,0,43,0,165495
,John Fleck,MID,,6,28,42.2,0,9.0,1,9.0,90,38.8,1,56,0,9404
,James Ward-Prowse,MID,,2,9,3.0,0,2.4,0,4.0,90,17.3,0,62,0,863547
,Ibrahima Diallo,MID,,1,7,9.2,0,1.3,0,0.0,86,3.9,0,45,0,2548
,Marc Albrighton,MID,,2,7,13.8,0,5.5,0,4.0,90,37.5,0,53,1,10154
,Stuart Armstrong,MID,,2,10,10.2,0,3.8,0,4.0,90,23.5,0,55,0,35005
,Che Adams,FWD,,2,5,2.4,0,2.7,0,19.0,71,5.3,0,60,0,457370
,Ayoze Pérez,MID,,1,3,6.0,0,2.4,0,4.0,13,14.0,0,60,0,55878
,Daniel N'Lundulu,FWD,,1,3,0.2,0,1.7,0,6.0,29,11.0,0,45,0,18321
,Kelechi Iheanacho,FWD,,1,3,0.0,0,0.0,0,0.0,1,0.0,0,56,0,21951
,Shane Long,FWD,,1,-1,1.2,0,0.4,0,2.0,18,0.3,0,51,0,49880
,Youri Tielemans,MID,,12,38,53.4,0,8.8,3,0.0,90,34.8,2,64,1,167702
,Jamie Vardy,FWD,,2,0,0.0,0,7.5,0,75.0,90,0.8,0,101,1,2377973
,William Smallbone,MID,,2,9,9.6,0,2.2,0,9.0,60,3.3,0,44,0,14214
,Theo Walcott,MID,,2,5,5.0,0,3.9,0,12.0,90,21.5,0,58,0,65024
,James Maddison,MID,,9,25,36.8,1,9.4,1,20.0,76,36.7,0,71,1,430945
,Wilfred Ndidi,MID,,3,10,13.6,0,1.7,0,2.0,90,1.8,0,48,1,49729
,Harvey Barnes,MID,,9,25,45.4,1,15.5,1,82.0,90,27.2,0,68,1,351686
,Aboubakar Kamara,MID,,1,1,3.0,0,1.1,0,7.0,7,0.5,0,48,0,3693
,Timo Werner,FWD,,1,0,0.0,0,1.9,0,8.0,15,10.5,0,92,0,968981
,Harrison Reed,MID,,2,11,22.6,0,4.2,0,17.0,90,2.3,0,44,0,50596
,Ivan Ricardo Neves Abreu Cavaleiro,MID,,2,4,2.0,0,6.2,0,32.0,78,27.5,0,53,0,13759
,Josh Onomah,MID,,1,2,1.2,0,0.1,0,0.0,11,0.1,0,46,0,2881
,Mateo Kovacic,MID,,3,13,15.8,0,3.9,0,4.0,90,18.7,0,53,1,19009
,Olivier Giroud,FWD,,2,5,6.0,0,9.6,0,66.0,74,23.6,0,67,1,129720
,Mason Mount,MID,,11,42,58.6,1,21.2,3,59.0,90,94.7,0,68,1,404660
,Ademola Lookman,MID,,1,-2,3.6,0,3.7,0,26.0,90,7.7,0,50,0,104589
,André-Frank Zambo Anguissa,MID,,2,14,11.0,0,1.5,0,2.0,90,2.0,0,45,0,180783
,Tammy Abraham,FWD,,1,1,3.4,0,2.4,0,19.0,25,1.6,0,72,0,331844
,Bobby Decordova-Reid,FWD,,1,6,14.2,0,3.0,0,2.0,82,13.6,0,53,0,94254
,Jorge Luiz Frello Filho,MID,,3,10,14.2,0,3.2,0,4.0,64,14.0,0,47,1,315251
,Callum Hudson-Odoi,MID,,1,5,4.0,0,0.8,0,2.0,15,1.6,0,57,0,26344
,Hakim Ziyech,MID,,2,3,6.0,0,6.5,0,44.0,74,15.3,0,81,1,238522
,Christian Pulisic,MID,,3,15,9.0,0,4.4,0,7.0,90,28.4,0,82,1,181804
,Alexis Mac Allister,MID,,6,21,19.0,0,5.0,0,6.0,61,25.3,1,53,1,2885
,Matej Vydra,FWD,,1,2,0.0,0,0.3,0,2.0,27,0.6,0,48,0,49667
,Pascal Groß,MID,,3,7,10.2,0,2.4,0,2.0,90,11.8,0,58,1,28912
,Dwight McNeil,MID,,1,8,10.6,0,2.4,0,8.0,45,5.1,0,57,0,24161
,Saïd Benrahma,MID,,3,9,8.6,0,2.4,0,9.0,67,6.1,0,60,1,16599
,Robbie Brady,MID,,2,15,16.2,0,6.4,0,30.0,90,17.8,0,50,0,8927
,Andriy Yarmolenko,MID,,1,1,1.0,0,4.9,0,38.0,8,10.0,0,55,0,5852
,Josh Brownhill,MID,,2,11,14.0,0,4.9,0,20.0,90,15.1,0,49,0,5206
,Michail Antonio,FWD,,9,28,40.2,1,10.1,3,57.0,90,3.3,0,63,1,729174
,Patrick Bamford,FWD,,2,4,0.0,0,1.8,0,8.0,90,10.3,0,66,0,3782343
,Rodrigo Moreno,FWD,,2,6,2.4,0,0.5,0,0.0,61,2.1,0,57,0,265356
,Neal Maupay,FWD,,9,32,31.4,1,8.5,3,41.0,80,12.3,0,61,1,172333
,Jay Rodriguez,FWD,,1,4,2.2,0,1.9,0,16.0,18,0.8,0,58,0,19568
,Ian Carlo Poveda-Ocampo,MID,,1,3,1.4,0,0.3,0,0.0,15,1.9,0,43,0,33442
,Tyler Roberts,MID,,1,4,6.2,0,4.9,0,41.0,28,1.3,0,47,0,4421
,Ashley Barnes,FWD,,1,1,0.4,0,2.7,0,4.0,62,22.8,0,60,0,27652
,Mateusz Klich,MID,,2,11,3.2,0,1.2,0,2.0,90,6.8,0,55,0,359044
,Ashley Westwood,MID,,2,11,12.2,0,3.4,0,0.0,90,21.8,0,53,0,39361
,Percy Tau,MID,,1,2,1.2,0,0.1,0,0.0,17,0.1,0,55,0,3437
,Pablo Fornals,MID,,8,26,12.0,0,4.2,2,26.0,90,3.8,1,61,1,67560
,Davy Pröpper,MID,,1,4,1.2,0,0.2,0,0.0,9,0.5,0,48,0,2651
,Johann Berg Gudmundsson,MID,,1,3,7.8,0,2.4,0,14.0,45,1.8,0,54,0,2830
,Manuel Lanzini,MID,,1,2,0.0,0,0.4,0,4.0,22,1.1,0,64,0,7919
,Pablo Hernández Domínguez,MID,,1,4,3.0,0,0.6,0,0.0,23,2.8,0,57,0,20323
,Jarrod Bowen,MID,,3,5,8.8,0,5.8,0,16.0,81,33.5,0,63,1,268223
,Declan Rice,MID,,3,17,20.6,0,8.4,0,22.0,90,41.8,0,48,1,210727
,Jack Harrison,MID,,2,11,11.0,0,4.3,0,20.0,90,11.5,0,54,0,190489
,Raphael Dias Belloli,MID,,2,9,9.8,0,2.6,0,0.0,74,16.5,0,55,0,127644
,Yves Bissouma,MID,,1,4,3.8,0,0.5,0,0.0,28,1.0,0,45,0,170127
,Leandro Trossard,MID,,3,3,1.4,0,1.2,0,8.0,72,2.4,0,57,1,50808
,Chris Wood,FWD,,2,5,3.2,0,1.5,0,7.0,71,4.3,0,62,0,151766
