Season,name,position,assists,bonus,bps,clean_sheets,creativity,fixture,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,match_date,team,opp_team_rating,team_rating
2019-20,James Maddison,MID,0,0,14,0,62.2,223,2,0,11.9,15.0,90,0,0,0,0,23,0,1932468,1.0,2.0,42.0,2,-47142,96858,144000,77,0,0,23,2020-01-19 14:00:00,Leicester,2,1.0
2019-20,Jack Cork,MID,0,0,12,0,11.5,223,1,0,3.1,19.6,90,0,0,0,0,23,0,12400,1.0,2.0,0.0,2,-241,101,342,49,1,0,23,2020-01-19 14:00:00,Burnley,1,2.0
2019-20,Kelechi Iheanacho,FWD,0,0,9,0,26.1,223,1,0,4.2,5.4,16,0,0,0,0,23,0,26414,1.0,2.0,10.0,1,-1379,1804,3183,57,0,0,23,2020-01-19 14:00:00,Leicester,2,1.0
2019-20,Chris Wood,FWD,0,1,28,0,2.2,223,1,1,8.8,30.4,90,0,0,0,0,23,0,61281,1.0,2.0,55.0,7,-4860,3237,8097,62,1,0,23,2020-01-19 14:00:00,Burnley,1,2.0
2019-20,Dennis Praet,MID,1,0,25,0,15.1,223,1,0,6.7,33.0,73,0,0,0,0,23,0,5698,1.0,2.0,19.0,5,1155,1483,328,53,0,0,23,2020-01-19 14:00:00,Leicester,2,1.0
2019-20,Ashley Westwood,MID,0,2,36,0,2.3,223,1,1,6.1,41.8,90,0,0,0,0,23,0,26644,1.0,2.0,17.0,9,-503,1290,1793,54,1,0,23,2020-01-19 14:00:00,Burnley,1,2.0
2019-20,Jamie Vardy,FWD,0,0,-4,0,1.3,223,2,0,5.7,13.2,90,0,1,0,0,23,0,3734531,1.0,2.0,42.0,0,70370,171743,101373,101,0,0,23,2020-01-19 14:00:00,Leicester,2,1.0
2019-20,Dwight McNeil,MID,0,0,9,0,20.0,223,1,0,3.9,7.4,90,0,0,0,0,23,0,35522,1.0,2.0,12.0,2,-3910,534,4444,60,1,0,23,2020-01-19 14:00:00,Burnley,1,2.0
2019-20,Nampalys Mendy,MID,0,0,17,0,2.3,223,2,0,2.7,17.2,90,0,0,0,0,23,0,74717,1.0,2.0,7.0,2,-1611,2204,3815,43,0,0,23,2020-01-19 14:00:00,Leicester,2,1.0
2019-20,Youri Tielemans,MID,0,0,4,0,6.5,223,1,0,1.4,5.0,16,0,0,0,0,23,0,356450,1.0,2.0,2.0,1,-35239,4712,39951,63,0,0,23,2020-01-19 14:00:00,Leicester,2,1.0
2019-20,Michy Batshuayi,FWD,0,0,2,0,0.3,226,1,0,0.2,0.0,10,0,0,0,0,23,0,34477,0.0,1.0,2.0,1,-515,398,913,66,0,0,23,2020-01-18 17:30:00,Chelsea,3,1.0
2019-20,Tammy Abraham,FWD,0,0,-4,1,1.8,226,0,0,4.7,0.0,79,0,0,0,0,23,0,2567115,0.0,1.0,52.0,2,89453,210886,121433,79,0,0,23,2020-01-18 17:30:00,Chelsea,3,1.0
2019-20,Sean Longstaff,MID,0,0,5,0,0.4,226,0,0,0.5,4.4,19,0,0,0,0,23,0,20586,0.0,1.0,0.0,1,173,712,539,50,1,0,23,2020-01-18 17:30:00,Newcastle,1,3.0
2019-20,N'Golo Kanté,MID,0,0,14,0,16.3,226,1,0,6.9,20.4,90,0,0,0,0,23,0,308217,0.0,1.0,32.0,2,-26802,2768,29570,50,0,0,23,2020-01-18 17:30:00,Chelsea,3,1.0
2019-20,Jorge Luiz Frello Filho,MID,0,0,16,0,23.4,226,1,0,5.2,18.6,90,0,0,0,0,23,0,261739,0.0,1.0,10.0,2,27254,35566,8312,49,0,0,23,2020-01-18 17:30:00,Chelsea,3,1.0
2019-20,Jonjo Shelvey,MID,0,0,20,1,35.4,226,0,0,6.8,25.2,84,0,0,0,0,23,0,73345,0.0,1.0,7.0,3,-17199,1444,18643,50,1,0,23,2020-01-18 17:30:00,Newcastle,1,3.0
2019-20,Matthew Longstaff,MID,0,0,3,0,3.1,226,0,0,0.3,0.2,5,0,0,0,0,23,0,15118,0.0,1.0,0.0,1,-421,894,1315,45,1,0,23,2020-01-18 17:30:00,Newcastle,1,3.0
2019-20,Mason Mount,MID,0,0,11,1,50.7,226,0,0,7.6,7.2,67,0,0,0,0,23,0,1308688,0.0,1.0,18.0,3,-93956,32646,126602,62,0,0,23,2020-01-18 17:30:00,Chelsea,3,1.0
2019-20,Miguel Almirón,MID,0,0,11,1,6.3,226,0,0,2.0,11.4,90,0,0,0,0,23,0,45320,0.0,1.0,2.0,3,12061,14038,1977,58,1,0,23,2020-01-18 17:30:00,Newcastle,1,3.0
2019-20,Willian Borges Da Silva,MID,0,0,14,0,58.7,226,1,0,11.6,21.4,90,0,0,0,0,23,0,510240,0.0,1.0,36.0,2,31984,86595,54611,72,0,0,23,2020-01-18 17:30:00,Arsenal,3,2.0
2019-20,Joelinton Cássio Apolinário de Lira,FWD,0,0,-5,1,5.0,226,0,0,2.3,10.4,90,0,0,0,0,23,0,61742,0.0,1.0,8.0,2,-599,1692,2291,55,1,0,23,2020-01-18 17:30:00,Newcastle,1,3.0
2019-20,Isaac Hayden,MID,0,0,22,1,1.4,226,0,1,5.7,36.0,90,0,0,0,0,23,0,273828,0.0,1.0,20.0,7,13979,27406,13427,43,1,1,23,2020-01-18 17:30:00,Newcastle,1,3.0
2019-20,Matt Ritchie,MID,0,0,21,1,5.8,226,0,0,1.6,10.6,78,0,0,0,0,23,0,10612,0.0,1.0,0.0,6,184,346,162,53,1,0,23,2020-01-18 17:30:00,Newcastle,1,3.0
2019-20,Callum Hudson-Odoi,MID,0,0,11,0,40.0,226,1,0,5.8,7.4,90,0,0,0,0,23,0,52793,0.0,1.0,11.0,2,16633,19688,3055,53,0,0,23,2020-01-18 17:30:00,Chelsea,3,1.0
2019-20,Ross Barkley,MID,0,0,5,0,4.3,226,1,0,1.4,3.2,22,0,0,0,0,23,0,91649,0.0,1.0,6.0,1,-156,588,744,56,0,0,23,2020-01-18 17:30:00,Chelsea,3,1.0
2019-20,Allan Saint-Maximin,MID,1,0,16,1,25.2,226,0,0,5.0,19.6,90,0,0,0,0,23,0,17133,0.0,1.0,5.0,6,-358,340,698,54,1,0,23,2020-01-18 17:30:00,Newcastle,1,3.0
2019-20,Fabian Delph,MID,0,0,16,0,6.3,230,1,0,2.0,13.6,90,0,0,0,0,23,0,13941,1.0,1.0,0.0,2,-147,401,548,53,0,0,23,2020-01-18 15:00:00,Everton,4,3.0
2019-20,Tom Davies,MID,0,0,11,0,2.3,230,1,0,2.3,8.2,90,0,0,0,0,23,0,11218,1.0,1.0,12.0,2,-76,476,552,53,0,0,23,2020-01-18 15:00:00,Everton,4,3.0
2019-20,Wilfried Zaha,MID,1,0,19,0,11.7,225,2,0,4.9,11.8,90,0,0,0,0,23,0,686283,2.0,2.0,25.0,5,-60243,13029,73272,68,0,0,23,2020-01-18 15:00:00,Crystal Palace,1,3.0
2019-20,Lukas Rupp,MID,0,0,3,0,0.0,227,0,0,0.0,0.0,1,0,0,0,0,23,0,98,0.0,1.0,0.0,1,79,106,27,45,1,0,23,2020-01-18 15:00:00,Norwich,4,4.0
2019-20,Pierre-Emile Højbjerg,MID,0,0,16,0,2.8,228,3,0,1.8,15.2,90,0,0,0,0,23,0,30610,3.0,2.0,0.0,2,549,2629,2080,48,1,0,23,2020-01-18 15:00:00,Spurs,2,2.0
2019-20,Sofiane Boufal,MID,0,0,3,0,0.9,228,0,0,0.6,0.0,12,0,0,0,0,23,0,6995,3.0,2.0,6.0,1,2,183,181,55,1,0,23,2020-01-18 15:00:00,Southampton,2,3.0
2019-20,Bernard Anício Caldeira Duarte,MID,0,0,1,0,3.8,230,1,0,0.6,0.6,45,0,0,0,0,23,0,46815,1.0,1.0,2.0,1,1245,2082,837,64,0,0,23,2020-01-18 15:00:00,Everton,4,3.0
2019-20,Gabriel Teodoro Martinelli Silva,MID,0,2,22,0,1.3,221,1,1,8.0,31.8,90,0,0,0,0,23,0,119541,1.0,1.0,47.0,8,8132,14869,6737,45,1,0,23,2020-01-18 15:00:00,Arsenal,2,2.0
2019-20,Albian Ajeti,FWD,0,0,3,0,0.3,230,0,0,2.3,2.2,6,0,0,0,0,23,0,2576,1.0,1.0,20.0,1,9,86,77,57,1,0,23,2020-01-18 15:00:00,West Ham,3,4.0
2019-20,Moise Kean,FWD,0,0,7,0,12.3,230,1,0,1.9,2.4,73,0,0,0,0,23,0,103733,1.0,1.0,4.0,2,-758,993,1751,64,0,0,23,2020-01-18 15:00:00,Everton,4,3.0
2019-20,Callum Wilson,FWD,0,0,-2,0,3.4,227,1,0,4.9,4.4,90,0,0,0,0,23,0,338913,0.0,1.0,41.0,1,-5208,8988,14196,74,0,1,23,2020-01-18 15:00:00,Newcastle,4,3.0
2019-20,Connor Wickham,FWD,0,0,5,0,0.3,225,2,0,0.3,2.2,9,0,0,0,0,23,0,159734,2.0,2.0,0.0,1,-3192,1074,4266,44,0,0,23,2020-01-18 15:00:00,Crystal Palace,1,3.0
2019-20,James McCarthy,MID,0,0,13,0,19.1,225,2,0,4.3,23.8,90,0,0,0,0,23,0,41368,2.0,2.0,0.0,2,315,1758,1443,43,0,0,23,2020-01-18 15:00:00,Crystal Palace,1,3.0
2019-20,Oliver McBurnie,FWD,0,0,7,0,6.3,221,1,0,9.0,15.0,90,0,0,0,0,23,0,13772,1.0,1.0,69.0,2,2909,4061,1152,57,0,0,23,2020-01-18 15:00:00,Sheffield Utd,2,2.0
2019-20,Anwar El Ghazi,MID,0,0,4,0,6.8,222,1,0,1.8,3.6,90,0,0,0,0,23,0,72906,1.0,1.0,8.0,2,1693,7523,5830,55,0,0,23,2020-01-18 15:00:00,Aston Villa,3,4.0
2019-20,Kenny McLean,MID,0,0,13,1,15.1,227,0,0,3.5,11.6,90,0,0,0,0,23,0,11603,0.0,1.0,8.0,3,-138,162,300,49,1,0,23,2020-01-18 15:00:00,Norwich,4,4.0
2019-20,Sergio Agüero,FWD,0,3,45,0,2.2,225,2,2,22.3,69.4,90,0,0,0,0,23,0,1165734,2.0,2.0,151.0,13,314161,329623,15462,118,1,0,23,2020-01-18 15:00:00,Man City,3,1.0
2019-20,Teemu Pukki,FWD,0,3,30,1,13.8,227,0,1,10.6,38.6,84,0,0,0,0,23,0,939967,0.0,1.0,54.0,9,-62365,18242,80607,65,1,0,23,2020-01-18 15:00:00,Norwich,4,4.0
2019-20,Raúl Jiménez,FWD,0,3,50,0,6.9,228,2,2,15.9,72.4,90,0,0,0,0,23,0,1222845,3.0,2.0,80.0,13,-184908,43596,228504,75,0,0,23,2020-01-18 15:00:00,Wolves,3,2.0
2019-20,Bukayo Saka,MID,1,0,17,0,5.2,221,1,0,2.5,13.6,90,0,0,0,0,23,0,38381,1.0,1.0,6.0,5,-2461,2141,4602,45,1,0,23,2020-01-18 15:00:00,Arsenal,2,2.0
2019-20,Marvelous Nakamba,MID,0,0,7,0,2.0,222,1,0,1.3,11.2,85,0,0,0,0,23,0,60646,1.0,1.0,0.0,1,-2598,265,2863,44,0,1,23,2020-01-18 15:00:00,Aston Villa,3,4.0
2019-20,Aaron Mooy,MID,0,0,1,0,5.7,222,1,0,1.6,3.0,80,0,0,0,0,23,0,43974,1.0,1.0,7.0,2,-4076,4102,8178,48,1,0,23,2020-01-18 15:00:00,Brighton,4,3.0
2019-20,Theo Walcott,MID,0,0,2,0,13.1,230,1,0,6.1,9.0,56,0,0,0,0,23,0,29807,1.0,1.0,39.0,1,762,1419,657,62,0,0,23,2020-01-18 15:00:00,Southampton,4,3.0
2019-20,Sébastien Haller,FWD,0,0,-10,0,14.3,230,1,0,8.7,8.6,90,0,0,0,0,23,0,183841,1.0,1.0,64.0,2,5972,15948,9976,70,1,0,23,2020-01-18 15:00:00,West Ham,3,4.0
2019-20,Danny Ings,FWD,0,0,4,0,1.9,228,3,0,2.6,1.8,90,0,0,0,0,23,0,2055116,3.0,2.0,22.0,2,495038,527509,32471,69,1,0,23,2020-01-18 15:00:00,Aston Villa,2,4.0
2019-20,Riyad Mahrez,MID,0,0,1,0,1.9,225,1,0,1.1,0.8,17,0,0,0,0,23,0,691686,2.0,2.0,8.0,1,285700,308158,22458,85,1,0,23,2020-01-18 15:00:00,Man City,3,1.0
2019-20,Gabriel Fernando de Jesus,FWD,1,0,13,0,16.3,225,1,0,4.8,17.4,28,0,0,0,0,23,0,244561,2.0,2.0,14.0,4,38953,59183,20230,95,1,0,23,2020-01-18 15:00:00,Man City,3,1.0
2019-20,Kevin De Bruyne,MID,0,0,21,0,104.8,225,2,0,16.4,30.4,90,0,0,0,0,23,0,3898669,2.0,2.0,29.0,2,95576,133069,37493,107,1,0,23,2020-01-18 15:00:00,Man City,3,1.0
2019-20,Anthony Gordon,MID,0,0,2,0,7.4,230,0,0,2.0,0.0,45,0,0,0,0,23,0,2428,1.0,1.0,14.0,1,-28,165,193,45,0,0,23,2020-01-18 15:00:00,Everton,4,3.0
2019-20,Moussa Djenepo,MID,0,0,6,0,0.8,228,1,0,2.4,6.6,19,0,0,0,0,23,0,5865,3.0,2.0,17.0,1,-184,159,343,52,1,0,23,2020-01-18 15:00:00,Southampton,2,3.0
2019-20,Mesut Özil,MID,0,0,17,0,53.3,221,1,0,7.2,17.0,90,0,0,0,0,23,0,89406,1.0,1.0,2.0,2,-1090,9262,10352,72,1,0,23,2020-01-18 15:00:00,Arsenal,2,2.0
2019-20,Leander Dendoncker,MID,0,0,26,0,0.3,228,2,0,3.2,31.6,90,0,0,0,0,23,0,754082,3.0,2.0,0.0,2,47815,74667,26852,44,0,0,23,2020-01-18 15:00:00,Wolves,3,2.0
2019-20,James Ward-Prowse,MID,1,0,19,0,26.5,228,3,0,4.1,14.0,90,0,0,0,0,23,0,126554,3.0,2.0,0.0,4,-3266,11525,14791,58,1,1,23,2020-01-18 15:00:00,Southampton,2,3.0
2019-20,Harry Wilson,MID,0,0,5,0,11.6,227,1,0,2.0,8.0,33,0,0,0,0,23,0,150234,0.0,1.0,0.0,1,-9305,6918,16223,59,0,0,23,2020-01-18 15:00:00,Liverpool,4,1.0
2019-20,Nathan Redmond,MID,0,0,14,0,30.3,228,3,0,4.6,12.4,77,0,0,0,0,23,0,47424,3.0,2.0,3.0,2,848,3009,2161,62,1,0,23,2020-01-18 15:00:00,Southampton,2,3.0
2019-20,Jordan Ayew,FWD,0,0,4,0,2.2,225,2,0,1.2,8.2,90,0,0,0,0,23,0,547923,2.0,2.0,2.0,1,27585,63174,35589,50,0,1,23,2020-01-18 15:00:00,Crystal Palace,1,3.0
2019-20,Leandro Trossard,MID,0,3,27,0,16.7,222,1,1,9.6,46.0,80,0,0,0,0,23,0,30888,1.0,1.0,33.0,10,5433,8126,2693,58,1,0,23,2020-01-18 15:00:00,Brighton,4,3.0
2019-20,Lucas Torreira,MID,0,0,13,0,6.7,221,1,0,2.8,14.6,90,0,0,0,0,23,0,88896,1.0,1.0,7.0,2,-5558,1168,6726,47,1,0,23,2020-01-18 15:00:00,Arsenal,2,2.0
2019-20,John Fleck,MID,0,3,33,0,22.3,221,1,1,10.9,49.8,90,0,0,0,0,23,0,238388,1.0,1.0,37.0,10,59872,76884,17012,49,0,0,23,2020-01-18 15:00:00,Sheffield Utd,2,2.0
2019-20,Indiana Vassilev,FWD,0,0,0,0,0.8,222,0,0,0.2,1.2,23,0,0,0,0,23,0,74,1.0,1.0,0.0,1,54,73,19,45,0,0,23,2020-01-18 15:00:00,Aston Villa,3,4.0
2019-20,Neal Maupay,FWD,1,0,9,0,13.0,222,1,0,9.6,18.0,90,0,0,0,0,23,0,182337,1.0,1.0,65.0,4,19314,43029,23715,59,1,1,23,2020-01-18 15:00:00,Brighton,4,3.0
2019-20,Nicolas Pépé,MID,0,0,9,0,29.1,221,1,0,9.1,14.8,90,0,0,0,0,23,0,179568,1.0,1.0,47.0,2,-1792,9495,11287,91,1,0,23,2020-01-18 15:00:00,Arsenal,2,2.0
2019-20,Jairo Riedewald,MID,0,0,7,0,3.5,225,2,0,1.8,14.8,87,0,0,0,0,23,0,1294,2.0,2.0,0.0,2,191,299,108,45,0,0,23,2020-01-18 15:00:00,Crystal Palace,1,3.0
2019-20,Conor Hourihane,MID,0,0,1,0,14.2,222,0,0,1.6,2.2,4,0,0,0,0,23,0,12610,1.0,1.0,0.0,0,-768,251,1019,57,0,1,23,2020-01-18 15:00:00,Aston Villa,3,4.0
2019-20,Ilkay Gündogan,MID,0,0,16,0,42.6,225,2,0,6.6,18.4,90,0,0,0,0,23,0,93710,2.0,2.0,5.0,2,-502,4023,4525,52,1,0,23,2020-01-18 15:00:00,Man City,3,1.0
2019-20,Robert Snodgrass,MID,1,0,19,0,25.1,230,1,0,7.9,20.6,90,0,0,0,0,23,0,32639,1.0,1.0,33.0,5,2929,6428,3499,52,1,0,23,2020-01-18 15:00:00,West Brom,3,4.0
2019-20,Rodrigo Hernandez,MID,0,0,3,0,0.7,225,1,0,0.1,0.6,1,0,0,0,0,23,0,80435,2.0,2.0,0.0,1,-657,2921,3578,54,1,0,23,2020-01-18 15:00:00,Man City,3,1.0
2019-20,Dan Gosling,MID,0,0,-2,0,0.8,227,1,0,2.7,9.4,85,0,0,0,0,23,0,8249,0.0,1.0,17.0,2,-637,955,1592,49,0,0,23,2020-01-18 15:00:00,Watford,4,4.0
2019-20,Cheikhou Kouyaté,MID,0,0,6,0,0.4,225,2,0,1.0,5.6,90,0,0,0,0,23,0,17740,2.0,2.0,4.0,2,418,1543,1125,49,0,0,23,2020-01-18 15:00:00,Crystal Palace,1,3.0
2019-20,Rúben Diogo da Silva Neves,MID,0,0,11,0,0.6,228,2,0,0.7,6.8,90,0,0,0,0,23,0,341911,3.0,2.0,0.0,1,-6188,4790,10978,52,0,1,23,2020-01-18 15:00:00,Wolves,3,2.0
2019-20,Todd Cantwell,MID,0,0,19,1,22.3,227,0,0,6.8,13.8,90,0,0,0,0,23,0,1849383,0.0,1.0,32.0,3,97623,159180,61557,49,1,0,23,2020-01-18 15:00:00,Norwich,4,4.0
2019-20,João Filipe Iria Santos Moutinho,MID,0,0,13,0,17.8,228,2,0,2.3,4.8,90,0,0,0,0,23,0,421043,3.0,2.0,0.0,2,11508,30825,19317,54,0,0,23,2020-01-18 15:00:00,Wolves,3,2.0
2019-20,Shane Long,FWD,0,1,29,0,0.4,228,2,1,5.9,33.2,70,0,0,0,0,23,0,135461,3.0,2.0,25.0,7,1940,5390,3450,46,1,0,23,2020-01-18 15:00:00,Southampton,2,3.0
2019-20,Glenn Murray,FWD,0,0,2,0,0.3,222,0,0,0.0,0.0,9,0,0,0,0,23,0,52510,1.0,1.0,0.0,1,-273,767,1040,54,1,0,23,2020-01-18 15:00:00,Brighton,4,3.0
2019-20,Dale Stephens,MID,0,0,17,0,13.0,222,1,0,4.0,18.6,90,0,0,0,0,23,0,149989,1.0,1.0,8.0,2,-3328,2963,6291,44,1,0,23,2020-01-18 15:00:00,Burnley,4,2.0
2019-20,Douglas Luiz Soares de Paulo,MID,1,0,14,0,11.0,222,0,0,4.0,22.0,22,0,0,0,0,23,0,264192,1.0,1.0,7.0,4,-1909,15267,17176,44,0,0,23,2020-01-18 15:00:00,Aston Villa,3,4.0
2019-20,Pedro Lomba Neto,MID,0,0,26,0,19.4,228,2,1,7.4,36.2,85,0,0,0,0,23,0,9110,3.0,2.0,18.0,7,1273,2480,1207,50,0,0,23,2020-01-18 15:00:00,Wolves,3,2.0
2019-20,Manuel Lanzini,MID,0,0,10,0,5.9,230,1,0,1.3,5.2,83,0,0,0,0,23,0,53433,1.0,1.0,2.0,2,1134,2034,900,62,1,0,23,2020-01-18 15:00:00,West Ham,3,4.0
2019-20,Mark Noble,MID,0,1,24,0,27.1,230,1,0,5.5,24.6,90,0,0,0,0,23,0,77373,1.0,1.0,3.0,3,25273,32139,6866,50,1,0,23,2020-01-18 15:00:00,West Ham,3,4.0
2019-20,Pascal Groß,MID,0,0,5,0,18.5,222,0,0,2.3,4.2,9,0,0,0,0,23,0,38637,1.0,1.0,0.0,1,-210,2282,2492,64,1,0,23,2020-01-18 15:00:00,Brighton,4,3.0
2019-20,Mahmoud Ahmed Ibrahim Hassan,MID,0,0,4,0,11.8,222,1,0,1.6,2.0,66,0,0,0,0,23,0,86501,1.0,1.0,2.0,2,-2305,1946,4251,52,0,0,23,2020-01-18 15:00:00,Aston Villa,3,4.0
2019-20,Pablo Fornals,MID,0,0,5,0,5.1,230,1,0,2.8,5.6,59,0,0,0,0,23,0,32908,1.0,1.0,17.0,1,-2379,1958,4337,60,1,0,23,2020-01-18 15:00:00,West Ham,3,4.0
2019-20,Raheem Sterling,MID,0,0,9,0,13.5,225,1,0,6.6,0.0,88,0,0,0,0,23,0,1547088,2.0,2.0,52.0,2,-112361,23562,135923,118,1,0,23,2020-01-18 15:00:00,Man City,3,1.0
2019-20,Stuart Armstrong,MID,0,0,5,0,1.4,228,2,0,1.4,4.0,70,0,0,0,0,23,0,9081,3.0,2.0,9.0,2,2619,3065,446,52,1,0,23,2020-01-18 15:00:00,Southampton,2,3.0
2019-20,Oliver Norwood,MID,0,0,9,0,24.4,221,1,0,3.1,5.2,90,0,0,0,0,23,0,24388,1.0,1.0,1.0,1,-552,1242,1794,49,0,1,23,2020-01-18 15:00:00,Sheffield Utd,2,2.0
2019-20,Granit Xhaka,MID,0,0,12,0,7.5,221,1,0,3.0,20.0,90,0,0,0,0,23,0,46222,1.0,1.0,2.0,1,1212,2061,849,51,1,1,23,2020-01-18 15:00:00,Arsenal,2,2.0
2019-20,Declan Rice,MID,0,0,17,0,2.9,230,1,0,1.5,9.6,90,0,0,0,0,23,0,112156,1.0,1.0,2.0,2,5806,10777,4971,47,1,0,23,2020-01-18 15:00:00,West Ham,3,4.0
2019-20,Alexandre Lacazette,FWD,0,0,4,1,11.5,221,0,0,1.6,1.2,73,0,0,0,0,23,0,174110,1.0,1.0,3.0,2,44594,51858,7264,93,1,0,23,2020-01-18 15:00:00,Arsenal,2,2.0
2019-20,Cenk Tosun,FWD,0,1,33,1,2.8,225,0,1,9.3,40.0,80,0,0,0,0,23,0,8835,2.0,2.0,50.0,7,364,655,291,57,0,0,23,2020-01-18 15:00:00,Everton,1,3.0
2019-20,Callum Robinson,FWD,0,0,5,0,14.7,221,0,0,2.2,5.4,23,0,0,0,0,23,0,19082,1.0,1.0,2.0,1,-449,170,619,50,0,0,23,2020-01-18 15:00:00,West Brom,2,4.0
2019-20,Aaron Connolly,FWD,0,0,4,1,10.4,222,0,0,3.8,0.0,67,0,0,0,0,23,0,95188,1.0,1.0,28.0,2,-7853,3596,11449,44,1,0,23,2020-01-18 15:00:00,Brighton,4,3.0
2019-20,Steven Alzate,MID,0,0,7,0,4.1,222,1,0,1.4,9.4,90,0,0,0,0,23,0,8431,1.0,1.0,0.0,2,290,1148,858,45,1,0,23,2020-01-18 15:00:00,Brighton,4,3.0
2019-20,Che Adams,FWD,0,0,1,0,1.7,228,1,0,0.3,0.0,19,0,0,0,0,23,0,23565,3.0,2.0,2.0,1,79,616,537,53,1,0,23,2020-01-18 15:00:00,Southampton,2,3.0
2019-20,Lys Mousset,FWD,0,0,-5,0,2.1,221,1,0,0.7,0.0,55,0,0,0,0,23,0,218268,1.0,1.0,12.0,1,-30025,11229,41254,47,0,0,23,2020-01-18 15:00:00,Sheffield Utd,2,2.0
2019-20,Dominic Calvert-Lewin,FWD,0,2,26,0,7.9,230,1,1,11.3,29.2,90,0,0,0,0,23,0,521288,1.0,1.0,76.0,8,8529,87395,78866,59,0,0,23,2020-01-18 15:00:00,Everton,4,3.0
2019-20,Edward Nketiah,FWD,0,0,3,0,10.3,221,1,0,1.9,0.2,16,0,0,0,0,23,0,40511,1.0,1.0,8.0,1,-79,1421,1500,43,1,0,23,2020-01-18 15:00:00,Arsenal,2,2.0
2019-20,Jack Grealish,MID,0,3,27,0,18.5,222,1,1,8.3,33.4,90,0,0,0,0,23,0,1450069,1.0,1.0,31.0,10,86659,171361,84702,65,0,0,23,2020-01-18 15:00:00,Man City,3,1.0
2019-20,James McArthur,MID,0,0,17,0,11.5,225,2,0,4.6,34.8,90,0,0,0,0,23,0,46921,2.0,2.0,0.0,1,-1870,612,2482,52,0,1,23,2020-01-18 15:00:00,Crystal Palace,1,3.0
2019-20,Bernardo Mota Veiga de Carvalho e Silva,MID,0,0,16,0,43.7,225,1,0,13.0,18.4,72,0,0,0,0,23,0,640885,2.0,2.0,68.0,2,-12271,18241,30512,78,1,0,23,2020-01-18 15:00:00,Man City,3,1.0
2019-20,Billy Sharp,FWD,0,0,2,0,0.0,221,0,0,0.0,0.0,34,0,0,0,0,23,0,21575,1.0,1.0,0.0,1,-167,221,388,56,0,0,23,2020-01-18 15:00:00,Sheffield Utd,2,2.0
2019-20,Ryan Fraser,MID,0,0,16,0,30.3,227,1,0,4.3,10.4,90,0,0,0,0,23,0,202817,0.0,1.0,2.0,2,-3294,2388,5682,69,0,0,23,2020-01-18 15:00:00,Newcastle,4,3.0
2019-20,Davy Pröpper,MID,0,0,13,0,4.4,222,1,0,1.7,10.4,90,0,0,0,0,23,0,25391,1.0,1.0,2.0,2,49,898,849,48,1,0,23,2020-01-18 15:00:00,Brighton,4,3.0
2019-20,Adama Traoré,MID,2,2,35,0,26.5,228,2,0,9.1,44.0,90,0,0,0,0,23,0,1205756,3.0,2.0,20.0,10,-72037,84167,156204,57,0,0,23,2020-01-18 15:00:00,Wolves,3,2.0
2019-20,John Lundstram,MID,0,0,9,0,1.5,221,1,0,0.9,1.6,66,0,0,0,0,23,0,3486595,1.0,1.0,6.0,2,26455,62924,36469,51,0,0,23,2020-01-18 15:00:00,Sheffield Utd,2,2.0
2019-20,Troy Deeney,FWD,0,0,2,1,25.1,229,0,0,13.0,11.0,90,0,1,0,0,23,0,102722,0.0,0.0,94.0,0,24348,33598,9250,62,1,0,23,2020-01-18 12:30:00,Watford,2,4.0
2019-20,Abdoulaye Doucouré,MID,0,0,-1,1,18.6,229,0,0,3.8,4.0,90,0,0,0,0,23,0,144555,0.0,0.0,15.0,2,66885,75608,8723,56,1,1,23,2020-01-18 12:30:00,Everton,2,3.0
2019-20,Erik Lamela,MID,0,0,9,1,13.5,229,0,0,10.6,0.0,90,0,0,0,0,23,0,84313,0.0,0.0,94.0,3,1348,2573,1225,57,0,0,23,2020-01-18 12:30:00,Spurs,4,2.0
2019-20,Lucas Rodrigues Moura da Silva,MID,0,0,10,1,23.4,229,0,0,7.9,13.0,90,0,0,0,0,23,0,370134,0.0,0.0,43.0,3,11688,40705,29017,71,0,0,23,2020-01-18 12:30:00,Spurs,4,2.0
2019-20,Heung-Min Son,MID,0,0,10,1,45.6,229,0,0,10.9,15.4,90,0,0,0,0,23,0,554956,0.0,0.0,48.0,3,91744,123719,31975,98,0,0,23,2020-01-18 12:30:00,Spurs,4,2.0
2019-20,Gedson Carvalho Fernandes,MID,0,0,3,0,10.8,229,0,0,1.9,2.2,10,0,0,0,0,23,0,1734,0.0,0.0,6.0,1,1650,1824,174,50,0,0,23,2020-01-18 12:30:00,Spurs,4,2.0
2019-20,Nathaniel Chalobah,MID,0,0,9,1,25.8,229,0,0,3.8,9.4,78,0,0,0,0,23,0,17167,0.0,0.0,3.0,3,1107,1978,871,44,1,0,23,2020-01-18 12:30:00,Watford,2,4.0
2019-20,Harry Winks,MID,0,0,10,1,13.1,229,0,0,2.5,12.0,90,0,0,0,0,23,0,18595,0.0,0.0,0.0,2,129,473,344,52,0,1,23,2020-01-18 12:30:00,Spurs,4,2.0
